year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2012	10640	1	721	Air Force	-	TEAM	-	-	-	0	0	0	0	142	1	0	0	3	0	0:00	0	""	3	1.000	""	""	""	0	 	0	0	0
2012	10640	1	721	Air Force	-	Totals	-	-	-	24	19	67	263	174	2	9	0	""	""	1770:59	27	1.372	98	0.784	6	""	""	0	85	1	2	6
2012	10640	1	721	Air Force	-	Opponent Totals	-	-	-	27	21	75	251	177	1	7	0	0	0	""	24	""	108	0.818	7	0	0	0	68	1	2	10
2012	10640	1	5	Akron	-	TEAM	-	-	-	0	0	0	0	159	1	3	0	1	0	0:00	0	""	0	""	""	""	""	0	 	0	0	0
2012	10640	1	5	Akron	-	Totals	-	-	-	17	13	47	172	166	1	12	0	""	""	1664:39	20	1.081	82	0.804	8	""	""	0	49	1	1	7
2012	10640	1	5	Akron	-	Opponent Totals	-	-	-	20	14	54	241	166	0	8	0	0	0	""	17	""	73	0.811	8	0	0	0	108	0	0	9
2012	10640	1	8	Alabama	-	TEAM	-	-	-	0	0	0	0	219	1	0	0	2	0	0:00	0	""	2	1.000	""	""	""	0	 	0	0	0
2012	10640	1	8	Alabama	-	Totals	-	-	-	33	28	94	322	230	3	9	0	""	""	2051:30	34	1.492	132	0.795	7	""	""	0	91	4	4	10
2012	10640	1	8	Alabama	-	Opponent Totals	-	-	-	34	30	98	364	190	0	14	0	0	0	""	33	""	103	0.757	5	0	0	0	100	5	5	9
2012	10640	1	6	Alabama A&M	-	TEAM	-	-	-	0	0	0	0	89	1	1	0	4	0	0:00	0	""	4	1.000	""	""	""	0	 	0	0	0
2012	10640	1	6	Alabama A&M	-	Totals	-	-	-	4	1	9	93	89	3	19	0	""	""	1407:09	72	4.605	120	0.625	2	""	""	1	28	0	0	1
2012	10640	1	6	Alabama A&M	-	Opponent Totals	-	-	-	72	61	205	306	82	0	2	0	0	0	""	4	""	49	0.925	12	0	0	0	80	3	3	14
2012	10640	1	7	Alabama St.	-	TEAM	-	-	-	0	0	0	0	100	0	2	0	""	""	""	""	""	""	""	""	""	""	0	 	0	0	0
2012	10640	1	7	Alabama St.	-	Totals	-	-	-	11	7	29	112	103	0	10	0	""	""	1783:53	63	3.178	144	0.696	2	""	""	0	35	0	1	2
2012	10640	1	7	Alabama St.	-	Opponent Totals	-	-	-	63	48	174	366	89	0	3	0	0	0	""	11	""	62	0.849	12	0	0	0	131	2	2	16
2012	10640	1	14	Albany (NY)	-	TEAM	-	-	-	0	0	0	0	147	0	0	0	4	0	0:00	0	""	3	1.000	""	""	""	0	 	0	0	0
2012	10640	1	14	Albany (NY)	-	Totals	-	-	-	25	14	64	239	147	1	9	0	""	""	1854:24	38	1.844	117	0.755	4	""	""	0	56	3	4	9
2012	10640	1	14	Albany (NY)	-	Opponent Totals	-	-	-	38	41	117	293	169	0	10	0	0	0	""	25	""	106	0.809	5	0	0	0	93	0	0	10
2012	10640	1	17	Alcorn	-	TEAM	-	-	-	0	0	0	0	27	0	1	0	1	0	0:00	0	""	1	1.000	""	""	""	0	 	0	0	0
2012	10640	1	17	Alcorn	-	Totals	-	-	-	11	3	25	139	27	0	12	0	""	""	1417:12	24	1.524	91	0.791	7	""	""	0	27	0	0	2
2012	10640	1	17	Alcorn	-	Opponent Totals	-	-	-	25	15	65	157	78	0	14	0	0	0	""	11	""	79	0.878	8	0	0	0	51	2	2	7
2012	10640	1	23	American	-	TEAM	-	-	-	0	0	0	0	147	0	0	0	6	0	0:00	0	""	6	1.000	""	""	""	0	 	0	0	0
2012	10640	1	23	American	-	Totals	-	-	-	15	13	43	232	149	0	6	0	""	""	1766:57	30	1.528	82	0.732	5	""	""	0	61	0	0	5
2012	10640	1	23	American	-	Opponent Totals	-	-	-	30	22	82	224	138	0	2	0	0	0	""	15	""	84	0.848	6	0	0	0	93	2	2	11
2012	10640	1	27	Appalachian St.	-	TEAM	-	-	-	0	0	0	0	187	0	0	0	2	0	0:00	0	""	3	1.000	""	""	""	0	 	0	0	0
2012	10640	1	27	Appalachian St.	-	Totals	-	-	-	16	18	50	193	187	0	3	0	""	""	1800:52	27	1.349	98	0.784	4	""	""	0	57	2	2	6
2012	10640	1	27	Appalachian St.	-	Opponent Totals	-	-	-	27	23	77	273	152	1	7	0	0	0	""	16	""	84	0.840	8	0	0	0	100	2	2	11
2012	10640	1	29	Arizona	-	TEAM	-	-	-	0	0	0	0	178	0	1	0	5	0	0:00	0	""	6	1.000	""	""	""	0	 	0	0	0
2012	10640	1	29	Arizona	-	Totals	-	-	-	8	4	20	195	178	1	10	0	""	""	1762:38	43	2.196	99	0.697	2	""	""	0	55	1	1	1
2012	10640	1	29	Arizona	-	Opponent Totals	-	-	-	43	35	121	315	164	1	11	0	0	0	""	8	""	74	0.902	13	0	0	0	107	1	2	15
2012	10640	1	28	Arizona St.	-	TEAM	-	-	-	0	0	0	0	198	0	4	0	2	0	0:00	0	""	0	""	""	""	""	0	 	0	0	0
2012	10640	1	28	Arizona St.	-	Totals	-	-	-	25	20	70	219	198	1	18	0	""	""	1731:02	27	1.404	70	0.722	7	""	""	0	57	2	2	8
2012	10640	1	28	Arizona St.	-	Opponent Totals	-	-	-	27	26	80	209	214	0	18	0	0	0	""	25	""	74	0.747	6	0	0	0	82	0	0	11
2012	10640	1	2678	Ark.-Pine Bluff	-	TEAM	-	-	-	0	0	0	0	186	0	1	0	3	0	0:00	0	""	5	1.000	""	""	""	0	 	0	0	0
