year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2013	11200	1	721	Air Force	-	TEAM	-	-	-	 	 	0	 	100	 	 	 	1	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2013	11200	1	721	Air Force	-	Totals	-	-	-	12	10	34	231	100	 	4	 	 	 	1608:19	17	0.951	86	0.835	6	 	 	 	64	1	1	5
2013	11200	1	721	Air Force	-	Opponent Totals	-	-	-	17	18	52	252	170	 	4	 	 	 	1608:19	12	0.672	96	0.889	10	 	 	 	76	 	 	9
2013	11200	1	5	Akron	-	TEAM	-	-	-	 	 	0	 	125	 	 	 	3	 	 	0	""	4	1.000	 	 	 	 	 	 	 	 
2013	11200	1	5	Akron	-	Totals	-	-	-	23	23	69	164	125	 	2	 	 	 	1669:05	32	1.725	109	0.773	3	 	 	 	66	1	1	6
2013	11200	1	5	Akron	-	Opponent Totals	-	-	-	32	30	94	308	187	 	5	 	 	 	1669:05	23	1.240	50	0.685	3	 	 	 	114	2	2	11
2013	11200	1	8	Alabama	-	TEAM	-	-	-	 	 	0	 	213	 	 	 	2	 	 	0	""	1	1.000	 	 	 	 	 	 	 	 
2013	11200	1	8	Alabama	-	Totals	-	-	-	37	31	105	357	213	 	14	 	 	 	1786:18	30	1.512	65	0.684	5	 	 	 	136	2	3	8
2013	11200	1	8	Alabama	-	Opponent Totals	-	-	-	30	23	83	209	173	2	13	 	 	 	1786:18	37	1.864	118	0.761	3	 	 	 	58	2	2	9
2013	11200	1	6	Alabama A&M	-	TEAM	-	-	-	 	 	0	 	114	 	 	 	3	 	 	0	""	1	1.000	 	 	 	 	 	 	 	 
2013	11200	1	6	Alabama A&M	-	Totals	-	-	-	19	11	49	184	123	 	6	 	 	 	1635:00	67	3.688	123	0.647	3	 	 	 	39	1	1	5
2013	11200	1	6	Alabama A&M	-	Opponent Totals	-	-	-	67	43	177	336	112	 	10	 	 	 	1635:00	19	1.046	69	0.784	9	 	 	 	100	 	 	13
2013	11200	1	7	Alabama St.	-	TEAM	-	-	-	 	 	0	 	110	 	3	 	2	 	 	0	""	4	1.000	 	 	 	 	 	 	 	 
2013	11200	1	7	Alabama St.	-	Totals	-	-	-	28	25	81	218	116	 	6	 	 	 	1558:09	32	1.848	118	0.787	5	 	 	 	58	 	1	7
2013	11200	1	7	Alabama St.	-	Opponent Totals	-	-	-	32	23	87	304	100	1	10	 	 	 	1558:09	28	1.617	76	0.731	6	 	 	 	73	4	4	9
2013	11200	1	14	Albany (NY)	-	TEAM	-	-	-	 	 	0	 	175	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	1	14	Albany (NY)	-	Totals	-	-	-	35	23	93	218	175	 	3	 	 	 	1784:51	40	2.017	94	0.701	1	 	 	 	56	 	 	6
2013	11200	1	14	Albany (NY)	-	Opponent Totals	-	-	-	40	27	107	305	165	 	6	 	 	 	1784:51	35	1.765	85	0.708	4	 	 	 	113	 	 	10
2013	11200	1	17	Alcorn	-	TEAM	-	-	-	 	 	0	 	43	1	2	 	1	 	 	1	""	1	0.500	 	 	 	 	 	 	 	 
2013	11200	1	17	Alcorn	-	Totals	-	-	-	11	3	25	136	66	1	9	 	 	 	1364:18	57	3.760	118	0.674	 	 	 	 	39	3	3	1
2013	11200	1	17	Alcorn	-	Opponent Totals	-	-	-	58	33	149	297	100	2	11	 	 	 	1364:18	9	0.594	74	0.892	8	 	 	 	77	2	3	14
2013	11200	1	23	American	-	TEAM	-	-	-	 	 	0	 	206	 	 	 	2	 	 	0	""	3	1.000	 	 	 	 	 	 	 	 
2013	11200	1	23	American	-	Totals	-	-	-	17	16	50	206	218	 	11	 	 	 	1795:33	29	1.454	93	0.762	4	 	 	 	65	 	 	6
2013	11200	1	23	American	-	Opponent Totals	-	-	-	29	30	88	271	162	 	7	 	 	 	1795:33	17	0.852	63	0.787	8	 	 	 	126	2	3	10
2013	11200	1	27	Appalachian St.	-	TEAM	-	-	-	 	 	0	 	198	 	 	 	4	 	 	0	""	2	1.000	 	 	 	 	 	 	 	 
2013	11200	1	27	Appalachian St.	-	Totals	-	-	-	28	25	81	244	198	 	6	 	 	 	1798:30	23	1.151	89	0.795	6	 	 	 	88	 	 	9
2013	11200	1	27	Appalachian St.	-	Opponent Totals	-	-	-	23	19	65	241	166	 	3	 	 	 	1798:30	28	1.401	75	0.728	3	 	 	 	60	1	1	8
2013	11200	1	29	Arizona	-	TEAM	-	-	-	 	 	0	 	203	1	1	 	7	 	 	0	""	8	1.000	 	 	 	 	 	 	 	 
2013	11200	1	29	Arizona	-	Totals	-	-	-	22	14	58	271	204	1	25	 	 	 	1883:01	33	1.577	116	0.779	4	 	 	 	74	1	2	6
2013	11200	1	29	Arizona	-	Opponent Totals	-	-	-	33	27	93	288	202	1	18	 	 	 	1883:01	22	1.052	109	0.832	5	 	 	 	68	1	2	11
2013	11200	1	28	Arizona St.	-	TEAM	-	-	-	 	 	0	 	220	 	2	 	3	 	 	0	""	3	1.000	 	 	 	 	 	 	 	 
2013	11200	1	28	Arizona St.	-	Totals	-	-	-	33	25	91	352	220	2	15	 	 	 	1960:40	33	1.515	78	0.703	5	 	 	 	96	2	2	10
2013	11200	1	28	Arizona St.	-	Opponent Totals	-	-	-	33	23	89	292	270	2	23	 	 	 	1960:40	33	1.515	132	0.800	6	 	 	 	96	5	5	9
2013	11200	1	2678	Ark.-Pine Bluff	-	TEAM	-	-	-	 	 	0	 	122	 	 	 	2	 	 	3	""	7	0.700	 	 	 	 	 	 	 	 
2013	11200	1	2678	Ark.-Pine Bluff	-	Totals	-	-	-	16	5	37	184	130	 	13	 	 	 	1911:34	55	2.589	185	0.771	6	 	 	 	57	 	1	6
2013	11200	1	2678	Ark.-Pine Bluff	-	Opponent Totals	-	-	-	55	42	152	533	95	 	9	 	 	 	1910:55	16	0.754	86	0.843	13	 	 	 	128	3	4	12
2013	11200	1	31	Arkansas	-	TEAM	-	-	-	 	 	0	 	143	 	2	 	4	 	 	0	""	4	1.000	 	 	 	 	 	 	 	 
2013	11200	1	31	Arkansas	-	Totals	-	-	-	25	22	72	265	149	1	9	 	 	 	1838:36	35	1.713	96	0.733	4	 	 	 	95	 	1	9
