year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	error	exempted	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2012	10640	152	Colby-Sawyer	09/01/2011	@ Worcester St.	809	Worcester St.	http://stats.ncaa.org/team/index/10640?org_id=809	false		false	W 2 - 1	false	false	true	2 - 1	2	1	false		268410	http://stats.ncaa.org/game/index/268410?org_id=809
2012	10640	152	Colby-Sawyer	09/03/2011	Rivier	18422	Rivier	http://stats.ncaa.org/team/index/10640?org_id=18422	false		true	L 1 - 2	false	false	false	1 - 2	1	2	false		316610	http://stats.ncaa.org/game/index/316610?org_id=152
2012	10640	152	Colby-Sawyer	09/04/2011	Plymouth St.	548	Plymouth St.	http://stats.ncaa.org/team/index/10640?org_id=548	false		true	W 2 - 1	false	false	true	2 - 1	2	1	false		291350	http://stats.ncaa.org/game/index/291350?org_id=152
2012	10640	152	Colby-Sawyer	09/08/2011	@ Norwich	511	Norwich	http://stats.ncaa.org/team/index/10640?org_id=511	false		false	L 1 - 4	false	false	false	1 - 4	1	4	false		294730	http://stats.ncaa.org/game/index/294730?org_id=511
2012	10640	152	Colby-Sawyer	09/10/2011	@ Mount Holyoke	449	Mount Holyoke	http://stats.ncaa.org/team/index/10640?org_id=449	false		false	L 1 - 2	false	false	false	1 - 2	1	2	false		294754	http://stats.ncaa.org/game/index/294754?org_id=449
2012	10640	152	Colby-Sawyer	09/16/2011	New England Col.	467	New England Col.	http://stats.ncaa.org/team/index/10640?org_id=467	false		true	W 4 - 0	false	false	true	4 - 0	4	0	false		326169	http://stats.ncaa.org/game/index/326169?org_id=152
2012	10640	152	Colby-Sawyer	09/18/2011	Becker	26107	Becker	http://stats.ncaa.org/team/index/10640?org_id=26107	false		true	W 7 - 0	false	false	true	7 - 0	7	0	false		329893	http://stats.ncaa.org/game/index/329893?org_id=152
2012	10640	152	Colby-Sawyer	09/20/2011	@ Curry	170	Curry	http://stats.ncaa.org/team/index/10640?org_id=170	false		false	W 3 - 0	false	false	true	3 - 0	3	0	false		357411	http://stats.ncaa.org/game/index/357411?org_id=170
2012	10640	152	Colby-Sawyer	09/24/2011	@ Green Mountain	11062	Green Mountain	http://stats.ncaa.org/team/index/10640?org_id=11062	false		false	W 5 - 1	false	false	true	5 - 1	5	1	false		371890	http://stats.ncaa.org/game/index/371890?org_id=11062
2012	10640	152	Colby-Sawyer	09/28/2011	@ Gordon	1099	Gordon	http://stats.ncaa.org/team/index/10640?org_id=1099	false		false	L 1 - 2	false	false	false	1 - 2	1	2	false		376990	http://stats.ncaa.org/game/index/376990?org_id=1099
2012	10640	152	Colby-Sawyer	10/01/2011	Me.-Farmington	379	Me.-Farmington	http://stats.ncaa.org/team/index/10640?org_id=379	false		true	W 2 - 0	false	false	true	2 - 0	2	0	false		387522	http://stats.ncaa.org/game/index/387522?org_id=152
2012	10640	152	Colby-Sawyer	10/02/2011	Thomas (ME)	2758	Thomas (ME)	http://stats.ncaa.org/team/index/10640?org_id=2758	false		true	W 5 - 0	false	false	true	5 - 0	5	0	false		394690	http://stats.ncaa.org/game/index/394690?org_id=152
2012	10640	152	Colby-Sawyer	10/08/2011	@ Maine Maritime	378	Maine Maritime	http://stats.ncaa.org/team/index/10640?org_id=378	false		false	W 7 - 0	false	false	true	7 - 0	7	0	false		417143	http://stats.ncaa.org/game/index/417143?org_id=378
2012	10640	152	Colby-Sawyer	10/10/2011	Berry	973	Berry	http://stats.ncaa.org/team/index/10640?org_id=973	false		true	L 1 - 4	false	false	false	1 - 4	1	4	false		445537	http://stats.ncaa.org/game/index/445537?org_id=152
2012	10640	152	Colby-Sawyer	10/15/2011	@ Lyndon St.	30065	Lyndon St.	http://stats.ncaa.org/team/index/10640?org_id=30065	false		false	W 2 - 0	false	false	true	2 - 0	2	0	false		440870	http://stats.ncaa.org/game/index/440870?org_id=30065
2012	10640	152	Colby-Sawyer	10/16/2011	@ Johnson St.	324	Johnson St.	http://stats.ncaa.org/team/index/10640?org_id=324	false		false	T 0 - 0 (2OT)	false	false	false	0 - 0	0	0	true	2OT	446231	http://stats.ncaa.org/game/index/446231?org_id=324
2012	10640	152	Colby-Sawyer	10/22/2011	Husson	1133	Husson	http://stats.ncaa.org/team/index/10640?org_id=1133	false		true	W 1 - 0	false	false	true	1 - 0	1	0	false		463793	http://stats.ncaa.org/game/index/463793?org_id=152
2012	10640	152	Colby-Sawyer	10/26/2011	Castleton	123	Castleton	http://stats.ncaa.org/team/index/10640?org_id=123	false		true	L 0 - 6	false	false	false	0 - 6	0	6	false		480932	http://stats.ncaa.org/game/index/480932?org_id=152
2012	10640	152	Colby-Sawyer	10/29/2011	Johnson St.	324	Johnson St.	http://stats.ncaa.org/team/index/10640?org_id=324	false		true	T 0 - 0 (2OT)	false	false	false	0 - 0	0	0	true	2OT	488771	http://stats.ncaa.org/game/index/488771?org_id=152
2012	10640	152	Colby-Sawyer	11/01/2011	Husson @ Meriden, N.H.	1133	Husson	http://stats.ncaa.org/team/index/10640?org_id=1133	true	Meriden, N.H.	true	L 0 - 1	false	false	false	0 - 1	0	1	false		499270	http://stats.ncaa.org/game/index/499270?org_id=152
2012	10640	566	Randolph	09/01/2011	@ Ferrum	225	Ferrum	http://stats.ncaa.org/team/index/10640?org_id=225	false		false	W 1 - 0	false	false	true	1 - 0	1	0	false		263491	http://stats.ncaa.org/game/index/263491?org_id=225
