game_id	section_id	team_id	team_name	team_url	period_scores
3499162	0	503	Northern Ill.		[0, 0, 0]
3499162	1	774	Western Mich.		[1, 0, 1]
3481468	0	458	Charlotte		[0, 0, 0]
3481468	1	497	North Texas		[1, 4, 5]
3442349	0	418	Michigan		[0, 0, 0]
3442349	1	587	Rutgers		[0, 1, 1]
3458561	0	308	IPFW		[0, 0, 0]
3458561	1	650	South Dakota		[0, 1, 1]
3442465	0	688	Syracuse		[0, 1, 1]
3442465	1	140	Cincinnati		[0, 3, 3]
3454186	0	299	Illinois St.		[1, 0, 1]
3454186	1	797	Milwaukee		[1, 1, 2]
3488393	0	31	Arkansas		[0, 1, 1]
3488393	1	434	Missouri		[1, 1, 2]
3467989	0	87	Butler		[2, 0, 0, 2]
3467989	1	556	Providence		[1, 1, 1, 3]
3480046	0	579	Robert Morris		[3, 2, 5]
3480046	1	450	Mt. St. Mary's		[1, 0, 1]
3421619	0	102	Sacramento St.		[0, 0, 0]
3421619	1	630	San Jose St.		[1, 0, 1]
3418846	0	416	Michigan St.		[2, 1, 3]
3418846	1	626	San Diego St.		[0, 1, 1]
3484705	0	371	Loyola Chicago		[0, 1, 0, 1]
3484705	1	669	Missouri St.		[0, 1, 1, 2]
3476340	0	441	Montana		[1, 1, 0, 0, 2]
3476340	1	667	Southern Utah		[0, 2, 0, 0, 2]
3447740	0	8	Alabama		[0, 0, 0, 1, 1]
3447740	1	694	Tennessee		[0, 0, 0, 0, 0]
3420412	0	26172	A&M-Corpus Chris		[0, 0, 0]
3420412	1	670	Texas St.		[1, 1, 2]
3418930	0	670	Texas St.		[0, 0, 0, 0, 0]
3418930	1	704	UTEP		[0, 0, 0, 0, 0]
3494164	0	198	East Tenn. St.		[3, 2, 5]
3494164	1	693	Chattanooga		[0, 1, 1]
3458739	0	501	Northern Ariz.		[1, 0, 1]
3458739	1	295	Idaho		[2, 0, 2]
3488978	0	387	Marquette		[0, 1, 1]
3488978	1	87	Butler		[1, 1, 2]
3419137	0	191	Drexel		[1, 1, 2]
3419137	1	739	Villanova		[0, 1, 1]
3418876	0	148	Cleveland St.		[0, 0, 0]
3418876	1	104	UC Santa Barbara		[0, 3, 3]
3488164	0	204	Eastern Mich.		[2, 1, 3]
3488164	1	71	Bowling Green		[0, 0, 0]
3439446	0	522	Oklahoma		[0, 1, 1]
3439446	1	109	UC Irvine		[0, 2, 2]
3447634	0	366	Louisiana Tech		[0, 0, 0]
3447634	1	497	North Texas		[1, 0, 1]
3512358	0	196	East Carolina		[0, 0, 0]
3512358	1	651	South Fla.		[1, 2, 3]
3443325	0	27	Appalachian St.		[0, 1, 1]
3443325	1	563	Radford		[2, 0, 2]
3467985	0	603	St. John's (NY)		[0, 1, 1]
3467985	1	739	Villanova		[0, 0, 0]
3429617	0	450	Mt. St. Mary's		[1, 0, 1]
3429617	1	83	Bucknell		[4, 3, 7]
3465291	0	94	CSU Bakersfield		[1, 0, 1]
3465291	1	30024	Utah Valley		[0, 2, 2]
3420190	0	726	Navy		[0, 1, 0, 0, 1]
3420190	1	651	South Fla.		[0, 1, 0, 0, 1]
3497626	0	127	Central Conn. St.		[1, 0, 0, 1, 2]
3497626	1	748	Wagner		[0, 1, 0, 0, 1]
3427871	0	630	San Jose St.		[2, 2, 4]
3427871	1	534	Pacific		[0, 0, 0]
3465434	0	28	Arizona St.		[1, 0, 1]
3465434	1	756	Washington		[1, 1, 2]
3438250	0	694	Tennessee		[0, 0, 0]
3438250	1	697	Texas A&M		[1, 2, 3]
3442531	0	811	Wyoming		[0, 0, 0, 0, 0]
3442531	1	502	Northern Colo.		[0, 0, 0, 0, 0]
3434246	0	19651	High Point		[3, 1, 4]
3434246	1	647	South Carolina St.		[0, 0, 0]
3481541	0	1004	Central Ark.		[0, 0, 0]
3481541	1	676	Stephen F. Austin		[0, 3, 3]
3458192	0	665	Southern U.		[2, 1, 3]
3458192	1	17	Alcorn		[0, 0, 0]
3489527	0	572	Rhode Island		[1, 0, 1]
3489527	1	173	Davidson		[2, 0, 2]
3481579	0	536	Tex.-Pan American		[2, 0, 2]
3481579	1	94	CSU Bakersfield		[3, 1, 4]
3475786	0	302	Ill.-Chicago		[0, 0, 0, 0, 0]
3475786	1	148	Cleveland St.		[0, 0, 0, 1, 1]
3445942	0	639	Siena		[1, 0, 1]
3445942	1	439	Monmouth		[0, 2, 2]
3473423	0	253	Ga. Southern		[0, 0, 0]
3473423	1	646	South Ala.		[0, 2, 2]
3443092	0	471	NJIT		[0, 1, 0, 0, 1]
3443092	1	576	Rider		[1, 0, 0, 1, 2]
3501566	0	1157	Kennesaw St.		[0, 0, 0, 1, 1]
3501566	1	28600	Lipscomb		[0, 0, 0, 0, 0]
3418809	0	609	Saint Louis		[1, 1, 0, 2]
3418809	1	695	UT Martin		[2, 0, 1, 3]
3497996	0	189	Drake		[0, 0, 0]
3497996	1	219	Evansville		[1, 1, 2]
3473668	0	731	Utah St.		[0, 1, 1]
3473668	1	626	San Diego St.		[1, 1, 2]
3419959	0	317	James Madison		[1, 1, 2]
3419959	1	749	Wake Forest		[1, 0, 1]
3458523	0	2743	Incarnate Word		[0, 1, 1]
3458523	1	1004	Central Ark.		[0, 0, 0]
3472299	0	99	Long Beach St.		[1, 1, 2]
3472299	1	277	Hawaii		[0, 0, 0]
3420143	0	96	Fresno St.		[0, 0, 0]
3420143	1	312	Iowa		[0, 3, 3]
3469606	0	107	California		[0, 0, 0]
3469606	1	110	UCLA		[0, 3, 3]
3479553	0	342	Lafayette		[1, 0, 0, 1]
3479553	1	83	Bucknell		[0, 1, 1, 2]
3432031	0	648	South Carolina		[1, 2, 3]
3432031	1	651	South Fla.		[0, 0, 0]
3424017	0	439	Monmouth		[0, 2, 2]
3424017	1	471	NJIT		[0, 0, 0]
3451993	0	290	Howard		[1, 2, 3]
3451993	1	432	Mississippi Val.		[1, 0, 1]
3439335	0	32	UALR		[0, 1, 1]
3439335	1	669	Missouri St.		[0, 0, 0]
3469444	0	80	Brown		[1, 0, 0, 0, 1]
