year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2013	11200	3	4	Adrian	18	1259239	Reynolds, Becky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259239	So	20	1	1	 	2	9	4	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	22	1030166	Vaassen, Patti	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030166	Sr	20	20	 	3	3	9	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	12	1030165	Greene, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030165	Sr	20	18	 	 	0	5	2	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	15	1030161	Pomeroy, Courtney	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030161	Sr	20	18	5	2	12	29	1	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	2
2013	11200	3	4	Adrian	10	1030160	Cozzi, Lauren	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030160	Sr	20	20	1	2	4	19	5	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2013	11200	3	4	Adrian	1	1030158	Wallace, Chayna	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030158	Sr	20	20	 	 	0	 	1	 	 	 	20	19	1774:32	16	0.811	111	0.874	7	11	4	 	 	 	 	 
2013	11200	3	4	Adrian	23	1030167	Caruso, Katie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030167	Sr	19	15	1	 	2	8	4	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2013	11200	3	4	Adrian	20	1259240	Phillips, Claire	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259240	Sr	19	19	 	 	0	1	3	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	14	1259236	Weide, Erin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259236	So	19	19	18	4	40	72	11	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	6
2013	11200	3	4	Adrian	17	1259238	Rammal, Sophie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259238	So	18	6	1	3	5	11	5	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	16	1259244	Lizyness, Carmina	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259244	So	18	3	1	3	5	12	3	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	19	1378268	Sutherland, Katt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1378268	Fr	18	2	1	3	5	30	4	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	8	1259233	Karsten, Ellery	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1259233	So	17	17	3	6	12	40	4	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	3	1030168	Woolsey, Melissa	http://stats.ncaa.org/player?game_sport_year_ctl_id=11200&stats_player_seq=1030168	Sr	17	8	 	 	0	 	 	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
