year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	error	exempted	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2014	11420	30152	Southern Nazarene	09/06/2013	@ St. Edward's	1334	St. Edward's	http://stats.ncaa.org/team/index/11420?org_id=1334	false		false	L 0 - 6	false	false	false	0 - 6	0	6	false		2293660	http://stats.ncaa.org/game/index/2293660?org_id=1334
2014	11420	30152	Southern Nazarene	09/08/2013	Tex. A&M Int'l @ Austin, Texas	30090	Tex. A&M Int'l	http://stats.ncaa.org/team/index/11420?org_id=30090	true	Austin, Texas	true	W 1 - 0	false	false	true	1 - 0	1	0	false		2288349	http://stats.ncaa.org/game/index/2288349?org_id=30152
2014	11420	30152	Southern Nazarene	09/10/2013	@ Rogers St.	30180	Rogers St.	http://stats.ncaa.org/team/index/11420?org_id=30180	false		false	W 1 - 0	false	false	true	1 - 0	1	0	false		2314113	http://stats.ncaa.org/game/index/2314113?org_id=30152
2014	11420	30152	Southern Nazarene	09/13/2013	Mo. Southern St.	9012	Mo. Southern St.	http://stats.ncaa.org/team/index/11420?org_id=9012	false		true	W 1 - 0	false	false	true	1 - 0	1	0	false		2322608	http://stats.ncaa.org/game/index/2322608?org_id=30152
2014	11420	30152	Southern Nazarene	09/17/2013	Okla. Christian	30179	Okla. Christian	http://stats.ncaa.org/team/index/11420?org_id=30179	false		true	W 2 - 0	false	false	true	2 - 0	2	0	false		2360856	http://stats.ncaa.org/game/index/2360856?org_id=30152
2014	11420	30152	Southern Nazarene	09/24/2013	@ Tex. A&M-Commerce	199	Tex. A&M-Commerce	http://stats.ncaa.org/team/index/11420?org_id=199	false		false	L 0 - 2	false	false	false	0 - 2	0	2	false		2425462	http://stats.ncaa.org/game/index/2425462?org_id=199
2014	11420	30152	Southern Nazarene	09/27/2013	Southwestern Okla.	8744	Southwestern Okla.	http://stats.ncaa.org/team/index/11420?org_id=8744	false		true	L 0 - 2	false	false	false	0 - 2	0	2	false		2417429	http://stats.ncaa.org/game/index/2417429?org_id=30152
2014	11420	30152	Southern Nazarene	09/29/2013	Northwestern Okla.	30178	Northwestern Okla.	http://stats.ncaa.org/team/index/11420?org_id=30178	false		true	W 4 - 0	false	false	true	4 - 0	4	0	false		2425034	http://stats.ncaa.org/game/index/2425034?org_id=30152
2014	11420	30152	Southern Nazarene	10/03/2013	@ East Central	8965	East Central	http://stats.ncaa.org/team/index/11420?org_id=8965	false		false	W 1 - 0	false	false	true	1 - 0	1	0	false		2444133	http://stats.ncaa.org/game/index/2444133?org_id=8965
2014	11420	30152	Southern Nazarene	10/07/2013	Southwest Baptist	2755	Southwest Baptist	http://stats.ncaa.org/team/index/11420?org_id=2755	false		true	L 0 - 2	false	false	false	0 - 2	0	2	false		2452813	http://stats.ncaa.org/game/index/2452813?org_id=30152
