year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2018	12640	1	26172	A&M-Corpus Christi	17	1902642	Urch, Alexis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902642	Sr	18	18	""	""	0.00	3	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	23	1458276	Erdmann, Brooke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1458276	Sr	18	17	4	""	8.00	32	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	1	1	2
2018	12640	1	26172	A&M-Corpus Christi	27	1785732	Hamilton, Ashley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1785732	So	18	10	""	1.00	1.00	6	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	03	1785736	Joy, Kaitlyn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1785736	Jr	18	15	2	2.00	6.00	26	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	06	1902629	Hilsabeck, Celia	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902629	Fr	18	8	1	""	2.00	13	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	10	1902630	Gove, Kayla	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902630	Fr	18	5	2	1.00	5.00	17	1	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	19	1902636	Deakin, Abby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902636	Fr	18	17	1	""	2.00	13	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	21	1902638	Ramon, Mariah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902638	Fr	18	3	1	3.00	5.00	10	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	26	1902640	Urbanus, Addison	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902640	Fr	18	11	2	""	4.00	6	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2018	12640	1	26172	A&M-Corpus Christi	44	1902641	Cupps, Hannah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902641	Fr	18	16	""	""	0.00	3	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	15	1902633	Dodd, Megan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902633	Fr	17	17	1	1.00	3.00	7	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1
2018	12640	1	26172	A&M-Corpus Christi	05	1785728	Bauer, Chayse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1785728	So	17	0	""	""	0.00	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	12	1902631	Keoughan, Emily	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1902631	Fr	16	11	""	2.00	2.00	15	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	28	1785733	Bethard, Andi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12640&stats_player_seq=1785733	So	15	2	""	""	0.00	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
