year	year_id	division_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2012	10640	2	1346	St. Mary's (TX)	4	1223842.0	Adkins, Amy	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223842.0	Fr	18	18
2012	10640	2	1346	St. Mary's (TX)	18	1223843.0	Belew, Katy	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223843.0	Fr	17	0
2012	10640	2	1346	St. Mary's (TX)	11	1131988.0	Cardoza, Amanda	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1131988.0	So	18	18
2012	10640	2	1346	St. Mary's (TX)	21	1132010.0	Cavazos, Ronika	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1132010.0	So	13	0
2012	10640	2	1346	St. Mary's (TX)	3	909739.0	Condrin, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=909739.0	Sr	18	18
2012	10640	2	1346	St. Mary's (TX)	16	1132007.0	Coronado, Jamey	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1132007.0	So	9	0
2012	10640	2	1346	St. Mary's (TX)	44	1014197.0	Edwards, Mari	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1014197.0	Jr	5	5
2012	10640	2	1346	St. Mary's (TX)	23	1223847.0	Estill, Tanae	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223847.0	Fr	3	0
2012	10640	2	1346	St. Mary's (TX)	15	1132006.0	Etter, Claire	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1132006.0	So	15	10
2012	10640	2	1346	St. Mary's (TX)	8	909743.0	Gregg, Andrea	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=909743.0	Sr	16	15
2012	10640	2	1346	St. Mary's (TX)	20	1223839.0	Kasperitis, Kaitie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223839.0	Fr	18	14
2012	10640	2	1346	St. Mary's (TX)	5	1014200.0	Kirch, Leia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1014200.0	Jr	17	17
2012	10640	2	1346	St. Mary's (TX)	9	1131987.0	Leighton, Ashlyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1131987.0	So	18	17
2012	10640	2	1346	St. Mary's (TX)	17	1132008.0	Lopez, Chelssie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1132008.0	So	1	0
2012	10640	2	1346	St. Mary's (TX)	12	1132005.0	Macias, Melina	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1132005.0	So	10	1
2012	10640	2	1346	St. Mary's (TX)	19	1223840.0	Maples, Krysta	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223840.0	Fr	14	1
2012	10640	2	1346	St. Mary's (TX)	24	1014201.0	Martin, Carolyn	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1014201.0	Jr	18	18
2012	10640	2	1346	St. Mary's (TX)	6	1014203.0	Olivares, Annia	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1014203.0	Jr	11	11
2012	10640	2	1346	St. Mary's (TX)	1	1168936.0	Ostos, Paola	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1168936.0	So	15	13
2012	10640	2	1346	St. Mary's (TX)	7	1131986.0	Simek, Kyla	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1131986.0	So	15	0
2012	10640	2	1346	St. Mary's (TX)	14	1223844.0	Smith, Caili	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223844.0	Fr	14	0
2012	10640	2	1346	St. Mary's (TX)	2	909738.0	Snelson, Emilie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=909738.0	Sr	0	0
2012	10640	2	1346	St. Mary's (TX)	10	1223846.0	Snelson, Leah	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223846.0	So	18	18
2012	10640	2	1346	St. Mary's (TX)	22	1223841.0	Wells, Ashleigh	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1223841.0	Fr	17	4
2012	10640	2	2	Abilene Christian	8	1244227.0	Brown, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1244227.0	Fr	5	0
2012	10640	2	2	Abilene Christian	16	1244230.0	Brown, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1244230.0	Fr	13	2
2012	10640	2	2	Abilene Christian	10	1164583.0	Buschman, Brie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1164583.0	So	23	23
2012	10640	2	2	Abilene Christian	2	1164580.0	Carpenter, Andrea	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1164580.0	So	23	23
2012	10640	2	2	Abilene Christian	0	1164579.0	Chalmers, Sara	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1164579.0	Fr	1	0
2012	10640	2	2	Abilene Christian	5	1053425.0	Coppedge, Julie	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1053425.0	Jr	23	23
2012	10640	2	2	Abilene Christian	13	1164590.0	Craig, Ashley	http://stats.ncaa.org/player?game_sport_year_ctl_id=10640&stats_player_seq=1164590.0	So	22	10
