year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2018	12640	1	26172	A&M-Corpus Christi	-	TEAM	-	-	-	""	""	0.00	""	134	""	2	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	26172	A&M-Corpus Christi	-	Totals	-	-	-	16	11.00	43.00	175	150	1	14	""	""	""	1700:05	23	1.218	100	0.813	5	""	""	""	51	2	2	6
2018	12640	1	26172	A&M-Corpus Christi	-	Opponent Totals	-	-	-	23	21.00	67.00	250	186	1	17	""	""	""	1700:05	16	0.847	79	0.832	10	""	""	""	91	""	""	9
2018	12640	1	2	Abilene Christian	-	TEAM	-	-	-	""	""	0.00	""	138	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	2	Abilene Christian	-	Totals	-	-	-	34	20.00	88.00	347	138	1	6	""	""	""	1779:03	37	1.872	77	0.675	4	""	""	""	103	3	4	8
2018	12640	1	2	Abilene Christian	-	Opponent Totals	-	-	-	37	34.00	108.00	224	190	""	12	""	""	""	1779:03	34	1.720	138	0.802	5	""	""	""	53	1	2	10
2018	12640	1	721	Air Force	-	TEAM	-	-	-	""	""	0.00	""	218	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	721	Air Force	-	Totals	-	-	-	17	17.00	51.00	247	218	""	12	""	""	""	1783:08	25	1.262	121	0.829	5	""	""	""	75	""	""	7
2018	12640	1	721	Air Force	-	Opponent Totals	-	-	-	25	22.00	72.00	301	237	2	16	""	""	""	1783:08	17	0.858	90	0.841	8	""	""	""	96	""	""	9
2018	12640	1	5	Akron	-	TEAM	-	-	-	""	""	0.00	""	167	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	5	Akron	-	Totals	-	-	-	14	13.00	41.00	183	167	""	6	""	""	""	1806:57	38	1.893	101	0.727	4	""	""	""	75	""	""	2
2018	12640	1	5	Akron	-	Opponent Totals	-	-	-	38	32.00	108.00	288	154	""	6	""	""	""	1806:57	14	0.697	71	0.835	10	""	""	1	100	1	3	13
2018	12640	1	8	Alabama	-	TEAM	-	-	-	1	""	2.00	""	169	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	1
2018	12640	1	8	Alabama	-	Totals	-	-	-	33	28.00	94.00	343	200	2	18	""	""	""	1942:02	28	1.298	73	0.723	6	""	""	1	127	4	4	12
2018	12640	1	8	Alabama	-	Opponent Totals	-	-	-	28	22.00	78.00	234	209	""	24	""	""	""	1942:02	33	1.529	114	0.776	4	""	""	3	81	3	4	8
2018	12640	1	6	Alabama A&M	-	TEAM	-	-	-	""	""	0.00	""	47	""	""	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12640	1	6	Alabama A&M	-	Totals	-	-	-	23	3.00	49.00	133	118	""	11	""	""	""	1615:16	37	2.062	119	0.763	1	""	""	2	44	""	1	4
2018	12640	1	6	Alabama A&M	-	Opponent Totals	-	-	-	37	24.00	98.00	285	166	""	18	""	""	""	1615:16	23	1.282	49	0.681	10	""	""	1	92	3	3	14
2018	12640	1	7	Alabama St.	-	TEAM	-	-	-	""	""	0.00	""	160	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12640	1	7	Alabama St.	-	Totals	-	-	-	39	34.00	112.00	266	186	""	28	""	""	""	1950:00	37	1.708	138	0.789	5	""	""	""	67	3	3	12
2018	12640	1	7	Alabama St.	-	Opponent Totals	-	-	-	37	27.00	101.00	318	145	""	11	""	""	""	1950:00	39	1.800	107	0.733	8	""	""	""	121	""	5	8
2018	12640	1	14	Albany (NY)	-	TEAM	-	-	-	""	""	0.00	""	167	""	2	""	4	""	""	0	""	6	1.000	""	""	""	""	""	""	""	""
2018	12640	1	14	Albany (NY)	-	Totals	-	-	-	19	14.00	52.00	220	175	""	11	""	""	""	1652:26	32	1.743	82	0.719	3	""	""	2	54	2	2	6
2018	12640	1	14	Albany (NY)	-	Opponent Totals	-	-	-	32	21.00	85.00	247	194	1	6	""	""	""	1652:26	19	1.035	80	0.808	5	""	""	2	85	2	2	11
2018	12640	1	17	Alcorn	-	TEAM	-	-	-	""	""	0.00	""	74	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	17	Alcorn	-	Totals	-	-	-	17	9.00	43.00	170	89	""	5	""	""	""	1256:28	34	2.435	86	0.717	2	""	""	1	44	3	8	4
2018	12640	1	17	Alcorn	-	Opponent Totals	-	-	-	34	22.00	90.00	199	137	""	10	""	""	""	1256:28	17	1.218	68	0.800	3	""	""	""	53	1	1	10
2018	12640	1	23	American	-	TEAM	-	-	-	""	""	0.00	""	158	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12640	1	23	American	-	Totals	-	-	-	5	4.00	14.00	142	169	""	10	""	""	""	1549:25	41	2.382	96	0.701	""	""	""	1	37	""	1	2
2018	12640	1	23	American	-	Opponent Totals	-	-	-	41	35.00	117.00	276	116	""	5	""	""	""	1549:25	5	0.290	73	0.936	14	""	""	""	100	2	2	15
2018	12640	1	27	Appalachian St.	-	TEAM	-	-	-	""	""	0.00	""	153	""	1	""	6	""	""	0	""	6	1.000	""	""	""	""	""	""	""	""
2018	12640	1	27	Appalachian St.	-	Totals	-	-	-	18	10.00	46.00	227	184	""	12	""	""	""	1830:33	33	1.622	88	0.727	1	""	""	""	68	2	2	4
2018	12640	1	27	Appalachian St.	-	Opponent Totals	-	-	-	33	23.00	89.00	257	163	""	9	""	""	""	1830:55	18	0.885	79	0.814	6	""	""	""	81	2	4	11
2018	12640	1	29	Arizona	-	TEAM	-	-	-	""	""	0.00	""	171	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	29	Arizona	-	Totals	-	-	-	25	23.00	73.00	282	171	""	9	""	""	""	1900:26	17	0.805	85	0.833	7	""	""	""	106	""	""	11
2018	12640	1	29	Arizona	-	Opponent Totals	-	-	-	17	13.00	47.00	229	153	""	14	""	""	""	1900:26	25	1.184	107	0.811	6	""	""	""	83	2	4	5
2018	12640	1	28	Arizona St.	-	TEAM	-	-	-	""	""	0.00	""	171	""	1	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12640	1	28	Arizona St.	-	Totals	-	-	-	19	14.00	52.00	249	171	1	11	""	""	""	1793:10	33	1.656	103	0.757	3	""	""	""	64	2	2	5
2018	12640	1	28	Arizona St.	-	Opponent Totals	-	-	-	33	31.00	97.00	297	162	2	7	""	""	""	1793:10	19	0.954	85	0.817	7	""	""	""	95	3	3	11
2018	12640	1	2678	Ark.-Pine Bluff	-	TEAM	-	-	-	""	""	0.00	""	124	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	2678	Ark.-Pine Bluff	-	Totals	-	-	-	15	7.00	37.00	168	130	""	6	""	""	""	1467:46	46	2.821	90	0.662	""	""	""	""	52	""	""	2
2018	12640	1	2678	Ark.-Pine Bluff	-	Opponent Totals	-	-	-	46	30.00	122.00	277	141	""	11	""	""	""	1467:46	15	0.920	68	0.819	8	""	""	""	83	2	4	13
2018	12640	1	31	Arkansas	-	TEAM	-	-	-	2	""	4.00	""	233	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	31	Arkansas	-	Totals	-	-	-	44	44.00	132.00	371	233	""	8	""	""	""	2215:12	29	1.178	68	0.701	10	""	""	""	146	1	2	11
2018	12640	1	31	Arkansas	-	Opponent Totals	-	-	-	29	30.00	88.00	254	181	1	9	""	""	""	2215:12	44	1.788	113	0.720	5	""	""	""	105	1	1	11
2018	12640	1	30	Arkansas St.	-	TEAM	-	-	-	""	""	0.00	""	121	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	30	Arkansas St.	-	Totals	-	-	-	25	23.00	73.00	163	128	""	12	""	""	""	1583:31	15	0.853	103	0.873	6	""	""	""	77	3	3	9
2018	12640	1	30	Arkansas St.	-	Opponent Totals	-	-	-	15	11.00	41.00	292	172	""	11	""	""	""	1583:31	25	1.421	59	0.702	3	""	""	""	83	2	2	6
2018	12640	1	725	Army West Point	-	TEAM	-	-	-	""	""	0.00	""	156	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	725	Army West Point	-	Totals	-	-	-	8	6.00	22.00	173	162	1	6	""	""	""	1597:19	19	1.071	71	0.789	6	""	""	""	83	1	1	4
2018	12640	1	725	Army West Point	-	Opponent Totals	-	-	-	19	18.00	56.00	188	125	""	4	""	""	""	1597:19	8	0.451	69	0.896	12	""	""	""	65	2	2	11
2018	12640	1	37	Auburn	-	TEAM	-	-	-	""	""	0.00	""	159	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	37	Auburn	-	Totals	-	-	-	25	30.00	80.00	276	159	""	9	""	""	""	1911:49	24	1.130	80	0.769	8	""	""	""	87	""	""	8
2018	12640	1	37	Auburn	-	Opponent Totals	-	-	-	24	18.00	66.00	253	194	1	9	""	""	""	1911:49	25	1.177	75	0.750	7	""	""	""	83	3	3	7
2018	12640	1	43	Austin Peay	-	TEAM	-	-	-	""	""	0.00	""	148	""	2	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12640	1	43	Austin Peay	-	Totals	-	-	-	30	16.00	76.00	224	148	""	10	""	""	""	1690:49	24	1.277	62	0.721	5	""	""	""	83	5	5	8
2018	12640	1	43	Austin Peay	-	Opponent Totals	-	-	-	24	23.00	71.00	201	146	""	12	""	""	""	1690:49	30	1.597	77	0.720	1	""	""	""	88	1	3	7
2018	12640	1	77	BYU	-	TEAM	-	-	-	""	""	0.00	""	172	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12640	1	77	BYU	-	Totals	-	-	-	32	21.00	85.00	340	172	""	13	""	""	""	1792:00	27	1.356	74	0.733	6	""	""	""	94	2	3	7
2018	12640	1	77	BYU	-	Opponent Totals	-	-	-	27	21.00	75.00	223	164	1	11	""	""	""	1792:00	32	1.607	114	0.781	4	""	""	2	86	2	2	8
2018	12640	1	47	Ball St.	-	TEAM	-	-	-	1	""	2.00	""	252	""	4	""	3	""	""	0	""	1	1.000	""	""	""	""	""	""	""	1
2018	12640	1	47	Ball St.	-	Totals	-	-	-	27	25.00	79.00	284	252	""	22	""	""	""	1970:02	20	0.914	82	0.804	8	""	""	""	105	""	""	11
2018	12640	1	47	Ball St.	-	Opponent Totals	-	-	-	20	18.00	58.00	198	210	""	17	""	""	""	1970:02	27	1.233	103	0.792	5	""	""	""	74	2	2	7
2018	12640	1	51	Baylor	-	TEAM	-	-	-	""	""	0.00	""	325	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12640	1	51	Baylor	-	Totals	-	-	-	36	30.00	102.00	441	325	1	29	""	""	""	2282:12	20	0.789	76	0.792	11	""	""	""	131	1	1	15
