year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2013	11200	3	4	Adrian	-	TEAM	-	-	-	 	 	0	 	59	 	 	 	5	 	 	0	""	1	1.000	 	 	 	 	 	 	 	 
2013	11200	3	4	Adrian	-	Totals	-	-	-	46	32	124	314	128	 	 	 	 	 	1917:48	16	0.751	119	0.881	11	 	 	 	78	 	 	12
2013	11200	3	4	Adrian	-	Opponent Totals	-	-	-	16	11	43	275	147	 	6	 	 	 	1917:48	46	2.159	131	0.740	3	 	 	 	71	 	 	4
2013	11200	3	11324	Agnes Scott	-	TEAM	-	-	-	1	 	2	 	135	 	 	 	2	 	 	0	""	2	1.000	 	 	 	 	 	 	 	1
2013	11200	3	11324	Agnes Scott	-	Totals	-	-	-	29	19	77	231	135	 	4	 	 	 	1933:20	40	1.862	136	0.773	7	 	 	 	99	1	1	9
2013	11200	3	11324	Agnes Scott	-	Opponent Totals	-	-	-	40	29	109	344	144	 	8	 	 	 	1933:20	29	1.350	95	0.766	8	 	 	 	84	1	1	10
2013	11200	3	2798	Albertus Magnus	-	TEAM	-	-	-	 	 	0	 	94	 	 	 	2	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2013	11200	3	2798	Albertus Magnus	-	Totals	-	-	-	44	26	114	422	94	 	4	 	 	 	1846:36	22	1.072	126	0.851	10	 	 	 	93	1	2	8
2013	11200	3	2798	Albertus Magnus	-	Opponent Totals	-	-	-	22	16	60	253	145	 	6	 	 	 	1846:36	44	2.144	175	0.799	6	 	 	 	58	 	 	7
2013	11200	3	15	Albion	-	TEAM	-	-	-	 	 	0	 	45	 	 	 	2	 	 	0	""	2	1.000	 	 	 	 	 	 	 	 
2013	11200	3	15	Albion	-	Totals	-	-	-	8	2	18	74	83	 	1	 	 	 	1802:00	124	6.193	219	0.638	 	 	 	 	22	2	2	 
