year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2017	12425	1	26172	A&M-Corpus Christi	-	TEAM	-	-	-	""	""	0.00	""	95	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2017	12425	1	26172	A&M-Corpus Christi	-	Totals	-	-	-	11	7.00	29.00	110	102	""	6	""	""	""	1358:28	55	3.644	105	0.656	1	""	""	""	46	""	""	2
2017	12425	1	26172	A&M-Corpus Christi	-	Opponent Totals	-	-	-	55	47.00	157.00	300	135	""	6	""	""	""	1358:28	11	0.729	47	0.810	6	""	""	""	106	4	4	13
2017	12425	1	2	Abilene Christian	-	TEAM	-	-	-	""	""	0.00	""	110	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2017	12425	1	2	Abilene Christian	-	Totals	-	-	-	32	25.00	89.00	320	117	""	7	""	""	""	1760:32	28	1.431	91	0.765	7	""	""	""	122	1	2	9
2017	12425	1	2	Abilene Christian	-	Opponent Totals	-	-	-	28	24.00	80.00	295	115	1	7	""	""	""	1760:32	32	1.636	126	0.797	4	""	""	""	80	""	""	8
2017	12425	1	721	Air Force	-	TEAM	-	-	-	""	""	0.00	""	178	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2017	12425	1	721	Air Force	-	Totals	-	-	-	22	19.00	63.00	191	178	1	13	""	""	""	1487:32	20	1.210	89	0.817	5	""	""	""	51	1	2	7
2017	12425	1	721	Air Force	-	Opponent Totals	-	-	-	20	20.00	60.00	214	143	""	11	""	""	""	1487:32	22	1.331	62	0.738	4	""	""	""	80	2	2	7
2017	12425	1	5	Akron	-	TEAM	-	-	-	""	""	0.00	""	200	""	""	""	7	""	""	0	""	6	1.000	""	""	""	""	""	""	""	""
2017	12425	1	5	Akron	-	Totals	-	-	-	18	10.00	46.00	184	200	""	4	""	""	""	1809:58	31	1.541	111	0.782	3	""	""	""	66	2	2	4
2017	12425	1	5	Akron	-	Opponent Totals	-	-	-	31	22.00	84.00	304	189	""	3	""	""	""	1809:58	18	0.895	75	0.806	12	""	""	""	115	1	2	11
2017	12425	1	8	Alabama	-	TEAM	-	-	-	""	""	0.00	""	158	""	2	""	5	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2017	12425	1	8	Alabama	-	Totals	-	-	-	30	22.00	82.00	284	166	""	11	""	""	""	1773:43	22	1.116	95	0.812	6	""	""	""	100	3	4	9
2017	12425	1	8	Alabama	-	Opponent Totals	-	-	-	22	17.00	61.00	251	151	1	13	""	""	""	1773:43	30	1.522	96	0.762	7	""	""	""	81	3	4	8
2017	12425	1	6	Alabama A&M	-	TEAM	-	-	-	""	""	0.00	""	93	""	""	""	2	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2017	12425	1	6	Alabama A&M	-	Totals	-	-	-	21	15.00	57.00	193	128	1	14	""	""	""	1609:00	61	3.412	83	0.576	3	""	""	""	38	2	2	3
2017	12425	1	6	Alabama A&M	-	Opponent Totals	-	-	-	61	49.00	171.00	274	132	1	11	""	""	""	1609:00	21	1.175	82	0.796	6	""	""	""	89	1	1	15
2017	12425	1	7	Alabama St.	-	TEAM	-	-	-	1	""	2.00	""	163	""	1	""	2	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2017	12425	1	7	Alabama St.	-	Totals	-	-	-	62	44.00	168.00	291	173	1	19	""	""	""	1998:58	47	2.116	129	0.733	4	""	""	""	65	2	7	11
2017	12425	1	7	Alabama St.	-	Opponent Totals	-	-	-	47	40.00	134.00	337	173	2	12	""	""	""	1998:58	62	2.791	112	0.644	5	""	""	""	77	3	8	10
2017	12425	1	14	Albany (NY)	-	TEAM	-	-	-	""	""	0.00	""	158	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2017	12425	1	14	Albany (NY)	-	Totals	-	-	-	31	29.00	91.00	257	158	1	8	""	""	""	1828:26	25	1.231	94	0.790	6	""	""	""	96	1	1	11
2017	12425	1	14	Albany (NY)	-	Opponent Totals	-	-	-	25	19.00	69.00	277	154	""	6	""	""	""	1828:26	31	1.526	89	0.742	4	""	""	""	106	""	1	8
2017	12425	1	17	Alcorn	-	TEAM	-	-	-	""	""	0.00	""	49	1	3	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2017	12425	1	17	Alcorn	-	Totals	-	-	-	19	10.00	48.00	131	61	1	13	""	""	""	1080:00	74	6.167	88	0.543	""	""	""	""	26	2	3	1
2017	12425	1	17	Alcorn	-	Opponent Totals	-	-	-	74	48.00	196.00	263	112	""	8	""	""	""	1080:00	19	1.583	39	0.672	3	""	""	""	51	1	2	11
2017	12425	1	23	American	-	TEAM	-	-	-	""	""	0.00	""	134	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2017	12425	1	23	American	-	Totals	-	-	-	11	4.00	26.00	115	135	""	5	""	""	""	1771:31	48	2.439	108	0.692	1	""	""	1	41	1	1	1
2017	12425	1	23	American	-	Opponent Totals	-	-	-	48	47.00	143.00	269	121	""	5	""	""	""	1771:31	11	0.559	54	0.831	10	""	""	""	106	2	2	16
