year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2014	11420	3	4	Adrian	-	TEAM	-	-	-	 	 	0.00	 	52	 	 	 	2	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	4	Adrian	-	Totals	-	-	-	47	29.00	123.00	255	119	 	2	 	 	 	1816:05	32	1.586	112.00	0.778	7	 	 	 	90	3	3	12
2014	11420	3	4	Adrian	-	Opponent Totals	-	-	-	32	23.00	87.00	295	134	 	1	 	 	 	1816:05	47	2.329	95.00	0.669	3	 	 	 	89	 	 	8
2014	11420	3	11324	Agnes Scott	-	TEAM	-	-	-	 	 	0.00	 	69	 	 	 	2	 	 	0	""	2.00	1.000	 	 	 	 	 	 	 	 
2014	11420	3	11324	Agnes Scott	-	Totals	-	-	-	13	7.00	33.00	140	69	 	6	 	 	 	1547:30	38	2.210	153.00	0.801	4	 	 	 	34	 	 	5
2014	11420	3	11324	Agnes Scott	-	Opponent Totals	-	-	-	38	32.00	108.00	393	87	 	 	 	 	 	1547:30	13	0.756	62.00	0.827	8	 	 	 	83	1	1	12
2014	11420	3	2798	Albertus Magnus	-	TEAM	-	-	-	1	 	2.00	 	122	 	 	 	2	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	2798	Albertus Magnus	-	Totals	-	-	-	47	30.00	124.00	354	141	 	2	 	 	 	2021:59	18	0.801	134.00	0.882	11	 	 	 	100	2	4	14
2014	11420	3	2798	Albertus Magnus	-	Opponent Totals	-	-	-	18	13.00	49.00	286	158	 	5	 	 	 	2021:59	47	2.092	139.00	0.747	5	 	 	 	64	 	1	5
2014	11420	3	15	Albion	-	TEAM	-	-	-	 	 	0.00	 	62	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	15	Albion	-	Totals	-	-	-	20	9.00	49.00	166	113	 	3	 	 	 	1735:57	49	2.540	116.00	0.703	2	 	 	 	52	 	 	4
2014	11420	3	15	Albion	-	Opponent Totals	-	-	-	49	36.00	134.00	306	113	 	5	 	 	 	1735:57	20	1.037	76.00	0.792	7	 	 	 	81	2	2	14
2014	11420	3	16	Albright	-	TEAM	-	-	-	 	 	0.00	 	190	 	 	 	1	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	16	Albright	-	Totals	-	-	-	21	14.00	56.00	172	190	1	10	 	 	 	1660:00	33	1.789	81.00	0.711	5	 	 	 	88	2	2	7
2014	11420	3	16	Albright	-	Opponent Totals	-	-	-	33	30.00	96.00	211	172	1	5	 	 	 	1660:00	21	1.139	64.00	0.753	6	 	 	 	68	 	 	9
2014	11420	3	18	Alfred	-	TEAM	-	-	-	 	 	0.00	 	77	 	 	 	1	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	18	Alfred	-	Totals	-	-	-	14	9.00	37.00	90	78	 	1	 	 	 	1637:36	61	3.352	168.00	0.734	3	 	 	 	24	 	 	5
2014	11420	3	18	Alfred	-	Opponent Totals	-	-	-	61	37.00	159.00	380	78	 	 	 	 	 	1637:36	14	0.769	37.00	0.725	12	 	 	 	110	 	 	13
2014	11420	3	19	Allegheny	-	TEAM	-	-	-	 	 	0.00	 	135	 	2	 	4	 	 	0	""	1.00	1.000	 	 	 	 	 	 	 	 
2014	11420	3	19	Allegheny	-	Totals	-	-	-	37	24.00	98.00	342	139	1	7	 	 	 	2009:31	18	0.806	70.00	0.795	10	 	 	 	120	 	 	11
2014	11420	3	19	Allegheny	-	Opponent Totals	-	-	-	18	17.00	53.00	177	152	 	3	 	 	 	2009:31	37	1.657	145.00	0.797	2	 	 	 	71	1	1	6
2014	11420	3	21	Alma	-	TEAM	-	-	-	 	 	0.00	 	93	 	 	 	1	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2014	11420	3	21	Alma	-	Totals	-	-	-	48	46.00	142.00	340	150	 	6	 	 	 	1816:05	19	0.942	87.00	0.821	10	 	 	 	103	 	 	13
2014	11420	3	21	Alma	-	Opponent Totals	-	-	-	19	14.00	52.00	211	176	 	3	 	 	 	1816:05	48	2.379	123.00	0.719	5	 	 	 	75	 	 	7
2014	11420	3	938	Alvernia	-	TEAM	-	-	-	1	 	2.00	 	163	 	1	 	1	 	 	0	""	1.00	1.000	 	 	 	 	 	 	 	 
2014	11420	3	938	Alvernia	-	Totals	-	-	-	30	19.00	79.00	238	163	 	5	 	 	 	1936:24	20	0.930	110.00	0.846	9	 	 	1	93	 	 	11
2014	11420	3	938	Alvernia	-	Opponent Totals	-	-	-	20	16.00	56.00	273	129	 	4	 	 	 	1936:24	30	1.394	105.00	0.778	5	 	 	 	102	2	2	8
2014	11420	3	28746	Alverno	-	TEAM	-	-	-	 	 	0.00	 	150	 	 	 	6	 	 	0	""	5.00	1.000	 	 	 	 	 	 	 	 
2014	11420	3	28746	Alverno	-	Totals	-	-	-	52	40.00	144.00	331	150	 	6	 	 	 	1800:00	35	1.750	94.00	0.729	7	 	 	 	75	 	 	10
2014	11420	3	28746	Alverno	-	Opponent Totals	-	-	-	35	31.00	101.00	236	129	 	2	 	 	 	1800:00	52	2.600	134.00	0.720	10	 	 	 	84	1	1	10
2014	11420	3	24	Amherst	-	TEAM	-	-	-	 	 	0.00	 	111	 	 	 	4	 	 	0	""	 	""	 	 	 	 	 	 	 	 
