year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2015	11720	1	26172	A&M-Corpus Chris	-	TEAM	-	-	-	 	 	0.00	 	114	 	4	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	 
2015	11720	1	26172	A&M-Corpus Chris	-	Totals	-	-	-	15	13.00	43.00	121	129	 	11	 	 	 	1408:58	20	1.278	96.00	0.828	5	 	 	 	45	2	2	4
2015	11720	1	26172	A&M-Corpus Chris	-	Opponent Totals	-	-	-	20	18.00	58.00	244	127	2	11	 	 	 	1408:58	15	0.958	44.00	0.746	7	 	 	 	84	2	2	8
2015	11720	1	2	Abilene Christian	-	TEAM	-	-	-	 	 	0.00	 	150	 	1	 	2	 	 	0	""	1.00	1.000	 	 	 	 	 	 	 	 
2015	11720	1	2	Abilene Christian	-	Totals	-	-	-	28	26.00	82.00	267	170	 	12	 	 	 	1768:34	23	1.170	104.00	0.819	4	 	 	 	70	1	1	8
2015	11720	1	2	Abilene Christian	-	Opponent Totals	-	-	-	23	19.00	65.00	259	149	 	11	 	 	 	1768:34	28	1.425	98.00	0.778	7	 	 	 	79	1	2	9
2015	11720	1	721	Air Force	-	TEAM	-	-	-	 	 	0.00	 	162	 	1	 	1	 	 	0	""	1.00	1.000	 	 	 	 	 	 	 	 
2015	11720	1	721	Air Force	-	Totals	-	-	-	27	20.00	74.00	222	162	1	9	 	 	 	1729:18	27	1.405	109.00	0.801	5	 	 	 	59	2	2	7
2015	11720	1	721	Air Force	-	Opponent Totals	-	-	-	27	19.00	73.00	312	152	1	13	 	 	 	1729:18	27	1.405	79.00	0.745	4	 	 	 	64	3	4	10
2015	11720	1	5	Akron	-	TEAM	-	-	-	1	 	2.00	 	133	 	 	 	 	 	 	""	""	 	""	 	 	 	 	 	 	 	1
2015	11720	1	5	Akron	-	Totals	-	-	-	18	13.00	49.00	188	133	 	4	 	 	 	1787:18	36	1.813	98.00	0.731	2	 	 	 	63	1	1	6
2015	11720	1	5	Akron	-	Opponent Totals	-	-	-	36	26.00	98.00	302	131	 	5	 	 	 	1787:18	18	0.906	65.00	0.783	8	 	 	 	93	2	2	12
2015	11720	1	8	Alabama	-	TEAM	-	-	-	 	 	0.00	 	226	 	1	 	1	 	 	0	""	 	""	 	 	 	 	 	 	 	 
2015	11720	1	8	Alabama	-	Totals	-	-	-	38	37.00	113.00	352	226	 	10	 	 	 	1875:06	20	0.960	77.00	0.794	9	 	 	 	106	2	4	10
2015	11720	1	8	Alabama	-	Opponent Totals	-	-	-	20	14.00	54.00	255	217	1	15	 	 	 	1875:06	38	1.824	116.00	0.753	4	 	 	 	94	2	2	7
2015	11720	1	6	Alabama A&M	-	TEAM	-	-	-	 	 	0.00	 	158	 	1	 	2	 	 	0	""	3.00	1.000	 	 	 	 	 	 	 	 
2015	11720	1	6	Alabama A&M	-	Totals	-	-	-	27	14.00	68.00	206	158	1	15	 	 	 	1909:45	78	3.676	134.00	0.632	1	 	 	 	46	1	1	3
2015	11720	1	6	Alabama A&M	-	Opponent Totals	-	-	-	78	52.00	208.00	454	153	 	9	 	 	 	1909:45	27	1.272	89.00	0.767	10	 	 	 	117	4	5	13
