date,site,team,div,t_score,opp,div,o_score
2015-11-14,home,Amherst,D3,2.2,Colby-Sawyer,D3,0.4
2015-11-14,neutral,Augustana (IL),D3,0.6,Puget Sound,D3,0.8
2015-11-14,neutral,Babson,D3,0.7,Lynchburg,D3,1.1
2015-11-14,neutral,Bowdoin,D3,1.1,Johns Hopkins,D3,1.8
2015-11-14,neutral,Brandeis,D3,1.2,Western Conn. St.,D3,0.6
2015-11-13,home,Calvin,D3,2.6,MSOE,D3,0.7
2015-11-14,neutral,Capital,D3,0.6,Hanover,D3,1.5
2015-11-14,home,Carnegie Mellon,D3,4.0,Cabrini,D3,0.3
2015-11-14,neutral,Catholic,D3,1.2,Ithaca,D3,1.9
2015-11-14,home,Centre,D3,3.9,Penn St.-Behrend,D3,0.9
2015-11-14,neutral,Chicago,D3,1.6,Sewanee,D3,1.1
2015-11-14,home,Denison,D3,2.2,DeSales,D3,0.9
2015-11-13,neutral,DePauw,D3,1.1,Wis.-Oshkosh,D3,1.5
2015-11-11,home,Elms,D3,1.4,Curry,D3,0.9
2015-11-11,home,Endicott,D3,2.1,Emerson,D3,0.8
2015-11-11,home,FDU-Florham,D3,2.1,Geneva,D3,1.2
2015-11-11,home,Grove City,D3,2.4,Marywood,D3,0.5
2015-11-13,neutral,Gust. Adolphus,D3,1.0,Wheaton (IL),D3,1.8
2015-11-14,neutral,Hanover,D3,1.5,Capital,D3,0.6
2015-11-13,neutral,Hardin-Simmons,D3,4.0,UC Santa Cruz,D3,0.7
2015-11-14,home,Ill. Wesleyan,D3,3.3,Westminster (MO),D3,0.3
2015-11-14,neutral,Ithaca,D3,1.9,Catholic,D3,1.2
2015-11-14,neutral,Johns Hopkins,D3,1.8,Bowdoin,D3,1.1
2015-11-11,home,Kean,D3,2.6,Bard,D3,0.7
2015-11-14,neutral,Lynchburg,D3,1.1,Babson,D3,0.7
2015-11-12,neutral,Maranatha Baptist,D3,2.9,North Central (MN),D3,0.6
2015-11-14,neutral,McDaniel,D3,1.4,SUNY Oneonta,D3,0.8
2015-11-14,home,Messiah,D3,6.1,Staten Island,D3,0.1
2015-11-14,neutral,Misericordia,D3,0.7,Roger Williams,D3,1.3
2015-11-14,neutral,Montclair St.,D3,1.2,Springfield,D3,0.7
2015-11-12,neutral,North Central (MN),D3,0.6,Maranatha Baptist,D3,2.9
2015-11-11,home,NYU,D3,3.7,Lehman,D3,0.2
2015-11-14,neutral,Pomona-Pitzer,D3,1.3,Wis.-La Crosse,D3,1.1
2015-11-14,neutral,Puget Sound,D3,0.8,Augustana (IL),D3,0.6
2015-11-14,neutral,Roger Williams,D3,1.3,Misericordia,D3,0.7
2015-11-14,home,Rowan,D3,1.7,Lasell,D3,0.5
2015-11-11,home,Rutgers-Newark,D3,1.9,Ramapo,D3,1.6
2015-11-14,neutral,Sewanee,D3,1.1,Chicago,D3,1.6
2015-11-14,neutral,Springfield,D3,0.7,Montclair St.,D3,1.2
2015-11-14,home,Stevens,D3,2.8,Lesley,D3,0.7
2015-11-14,neutral,St. Lawrence,D3,0.9,TCNJ,D3,1.4
2015-11-11,home,Stockton,D3,0.9,Mt. St. Mary (NY),D3,0.4
2015-11-14,neutral,SUNY Oneonta,D3,0.8,McDaniel,D3,1.4
2015-11-14,home,Swarthmore,D3,4.1,St. Joseph's (L.I.),D3,0.3
2015-11-14,neutral,TCNJ,D3,1.4,St. Lawrence,D3,0.9
2015-11-14,home,Thomas More,D3,0.9,Piedmont,D3,0.3
2015-11-13,home,Trinity (TX),D3,1.5,Texas-Tyler,D3,0.6
2015-11-13,neutral,UC Santa Cruz,D3,0.7,Hardin-Simmons,D3,4.0
2015-11-11,home,U New England,D3,2.4,Framingham St.,D3,0.6
2015-11-14,home,Wartburg,D3,1.7,St. Scholastica,D3,0.7
2015-11-14,neutral,Washington-St. Louis,D3,2.5,York (PA),D3,0.3
2015-11-11,home,Wentworth,D3,1.8,Smith,D3,0.5
2015-11-14,neutral,Western Conn. St.,D3,0.6,Brandeis,D3,1.2
2015-11-13,neutral,Wheaton (IL),D3,1.8,Gust. Adolphus,D3,1.0
2015-11-14,home,Williams,D3,1.9,Westfield St.,D3,0.4
2015-11-14,home,William Smith,D3,3.1,Penn St.-Berks,D3,0.4
2015-11-14,neutral,Wis.-La Crosse,D3,1.1,Pomona-Pitzer,D3,1.3
2015-11-13,neutral,Wis.-Oshkosh,D3,1.5,DePauw,D3,1.1
2015-11-13,home,Wis.-Whitewater,D3,2.4,Carroll (WI),D3,0.8
2015-11-14,neutral,York (PA),D3,0.3,Washington-St. Louis,D3,2.5
