BEGIN
SET
    date    |  site   |        team        | div | t_score |         opp          | div | o_score 
------------+---------+--------------------+-----+---------+----------------------+-----+---------
 2016-09-08 | home    | Akron              | D1  |     2.8 | Robert Morris        | D1  |     0.6
 2016-09-08 | home    | Albany (NY)        | D1  |     0.9 | Seton Hall           | D1  |     0.9
 2016-09-08 | home    | American           | D1  |     1.5 | Longwood             | D1  |     1.5
 2016-09-08 | home    | Anna Maria         | D3  |     3.0 | Newbury              | D3  |     0.8
 2016-09-08 | home    | Augsburg           | D3  |     2.0 | Wis.-Eau Claire      | D3  |     1.0
 2016-09-08 | home    | Azusa Pacific      | D2  |     0.7 | Cal St. Monterey Bay | D2  |     1.4
 2016-09-08 | home    | Bethany Lutheran   | D3  |     1.1 | Bethel (MN)          | D3  |     0.9
 2016-09-08 | home    | Butler             | D1  |     1.2 | Indiana St.          | D1  |     0.7
 2016-09-08 | home    | BYU                | D1  |     2.3 | SMU                  | D1  |     1.9
 2016-09-08 | home    | Cairn              | D3  |     1.3 | East. Mennonite      | D3  |     2.5
 2016-09-08 | home    | California Baptist | D2  |     1.4 | Cal Poly Pomona      | D2  |     1.0
 2016-09-08 | home    | Cal St. L.A.       | D2  |     1.0 | Simon Fraser         | D2  |     1.2
 2016-09-08 | home    | Cedarville         | D2  |     1.3 | Trevecca Nazarene    | D2  |     0.8
 2016-09-08 | home    | Charlotte          | D1  |     2.0 | Elon                 | D1  |     1.1
 2016-09-08 | neutral | Colorado Mesa      | D2  |     0.7 | Sonoma St.           | D2  |     0.7
 2016-09-08 | home    | Concordia Chicago  | D3  |     1.5 | North Central (IL)   | D3  |     1.1
 2016-09-08 | home    | Covenant           | D3  |     2.1 | Sewanee              | D3  |     1.4
 2016-09-08 | home    | Dallas Baptist     | D2  |     0.8 | St. Edward's         | D2  |     2.5
 2016-09-08 | home    | Denver             | D1  |     1.0 | Northern Colo.       | D1  |     1.0
 2016-09-08 | home    | Detroit            | D1  |     2.3 | Northwood            | D2  |     0.6
 2016-09-08 | home    | Dickinson          | D3  |     1.9 | Lycoming             | D3  |     1.7
 2016-09-08 | home    | Dixie St.          | D2  |     0.7 | Humboldt St.         | D2  |     0.9
 2016-09-08 | home    | Drexel             | D1  |     3.3 | Fairfield            | D1  |     1.2
 2016-09-08 | home    | East Carolina      | D1  |     1.1 | North Carolina St.   | D1  |     4.3
 2016-09-08 | home    | Elizabethtown      | D3  |     4.1 | Rosemont             | D3  |     0.9
 2016-09-08 | home    | Evansville         | D1  |     1.0 | Saint Louis          | D1  |     1.8
 2016-09-08 | home    | Fla. Atlantic      | D1  |     2.1 | Oakland              | D1  |     0.6
 2016-09-08 | home    | Florida St.        | D1  |     1.6 | UConn                | D1  |     0.4
