date,site,team,div,t_score,opp,div,o_score
2015-10-30,home,Air Force,D1,1.1,Colorado Col.,D1,1.1
2015-10-30,home,Alabama A&M,D1,1.6,Alabama St.,D1,4.0
2015-10-30,home,Alcorn,D1,0.6,Mississippi Val.,D1,9.9
2015-10-30,home,American,D1,0.8,Lehigh,D1,1.5
2015-10-30,home,Angelo St.,D2,2.2,Texas Woman's,D2,0.5
2015-10-30,home,Augustana (SD),D2,1.7,Southwest Minn. St.,D2,0.6
2015-10-30,home,Baldwin Wallace,D3,1.6,Capital,D3,0.8
2015-10-30,home,Baylor,D1,0.6,West Virginia,D1,1.6
2015-10-30,home,Becker,D3,8.2,Wheelock,D3,0.9
2015-10-30,home,Bryant,D1,0.3,Central Conn. St.,D1,1.5
2015-10-30,home,Butler,D1,1.4,Xavier,D1,0.8
2015-10-30,home,Charlotte,D1,1.7,FIU,D1,1.4
2015-10-30,home,Chestnut Hill,D2,0.5,Philadelphia U.,D2,1.0
2015-10-30,home,Chicago,D3,1.4,CWRU,D3,0.5
2015-10-30,home,Christian Bros.,D2,1.8,Union (TN),D2,0.7
2015-10-30,home,Cobleskill St.,D3,1.1,Lancaster Bible,D3,3.5
2015-10-30,home,Colorado,D1,1.0,Arizona,D1,1.6
2015-10-30,home,Colorado St.,D1,0.6,Wyoming,D1,1.1
2015-10-30,home,Concordia (TX),D3,0.9,Ozarks (AR),D3,0.6
2015-10-30,home,Connecticut Col.,D3,1.4,Wesleyan (CT),D3,1.1
2015-10-30,home,Crown (MN),D3,0.8,Minn.-Morris,D3,5.7
2015-10-30,home,Daemen,D2,0.9,Dowling,D2,1.5
2015-10-30,home,Dallas,D3,3.4,Sul Ross St.,D3,0.7
2015-10-30,home,DePaul,D1,1.8,Marquette,D1,0.8
2015-10-30,home,Detroit,D1,0.8,Wright St.,D1,1.1
2015-10-30,home,Emory,D3,0.8,Brandeis,D3,0.7
2015-10-30,home,Emory & Henry,D3,0.2,Lynchburg,D3,2.9
2015-10-30,home,Emporia St.,D2,1.8,Washburn,D2,0.6
2015-10-30,home,Findlay,D2,1.9,Tiffin,D2,1.5
2015-10-30,home,Fort Hays St.,D2,1.8,Neb.-Kearney,D2,0.6
2015-10-30,home,Georgetown,D1,4.0,Creighton,D1,1.0
2015-10-30,home,Grambling,D1,1.2,Ark.-Pine Bluff,D1,2.8
2015-10-30,home,Grand Valley St.,D2,2.9,Ferris St.,D2,0.5
2015-10-30,home,Hardin-Simmons,D3,6.5,East Tex. Baptist,D3,0.4
2015-10-30,home,Houston Baptist,D1,1.8,A&M-Corpus Christi,D1,0.8
2015-10-30,home,Idaho,D1,2.0,Eastern Wash.,D1,0.8
2015-10-30,home,Idaho St.,D1,1.8,Weber St.,D1,3.1
2015-10-30,home,Ill.-Chicago,D1,0.6,Milwaukee,D1,1.5
2015-10-30,home,Iowa St.,D1,0.7,Texas Tech,D1,1.5
2015-10-30,home,IUPUI,D1,1.2,North Dakota St.,D1,1.7
2015-10-30,home,Jackson St.,D1,2.9,Southern U.,D1,0.4
2015-10-30,neutral,Jacksonville,D1,1.1,North Florida,D1,0.7
2015-10-30,home,Kansas,D1,1.1,TCU,D1,1.2
2015-10-30,neutral,Kennesaw St.,D1,2.2,Stetson,D1,2.0
2015-10-30,home,Lee,D2,2.1,Shorter,D2,0.6
2015-10-30,home,Lindenwood (MO),D2,0.5,Central Mo.,D2,3.2
2015-10-30,home,Louisiana Tech,D1,0.5,North Texas,D1,0.9
2015-10-30,home,Malone,D2,1.2,Walsh,D2,1.6
2015-10-30,home,Marshall,D1,1.4,Old Dominion,D1,0.5
2015-10-30,home,Mary Hardin-Baylor,D3,0.7,Texas-Tyler,D3,1.7
2015-10-30,home,Marywood,D3,3.7,John Jay,D3,0.5
2015-10-30,home,McMurry,D3,0.7,LeTourneau,D3,2.8
2015-10-30,home,McNeese St.,D1,2.3,Lamar,D1,1.3
2015-10-30,home,Metro St.,D2,1.7,N.M. Highlands,D2,0.6
2015-10-30,home,Midwestern St.,D2,0.9,Tex. A&M-Commerce,D2,1.1
2015-10-30,home,Mills,D3,1.1,UC Santa Cruz,D3,4.0
2015-10-30,home,Minn. Duluth,D2,1.0,Minn.-Crookston,D2,0.8
2015-10-30,home,Minn. St. Moorhead,D2,0.3,Minot St.,D2,2.9
2015-10-30,home,Mississippi Col.,D2,1.3,North Ala.,D2,1.4
2015-10-30,home,Mount Mary,D3,1.2,Alverno,D3,2.1
2015-10-30,home,New Mexico,D1,0.8,San Diego St.,D1,1.5
2015-10-30,home,Nicholls St.,D1,0.9,Southeastern La.,D1,2.7
2015-10-30,home,North Dakota,D1,0.9,Northern Colo.,D1,1.0
2015-10-30,home,Northern Ky.,D1,3.1,Green Bay,D1,0.6
2015-10-30,home,Northern St.,D2,2.0,Mary,D2,1.2
2015-10-30,neutral,North Florida,D1,0.7,Jacksonville,D1,1.1
2015-10-30,home,Northwestern St.,D1,1.3,Central Ark.,D1,0.9
2015-10-30,home,Northwest Mo. St.,D2,0.5,Mo. Western St.,D2,1.3
2015-10-30,home,Notre Dame,D1,1.5,Virginia Tech,D1,0.8
2015-10-30,home,Notre Dame (MD),D3,2.4,Neumann,D3,1.0
2015-10-30,home,Oakland,D1,2.5,Youngstown St.,D1,0.6
2015-10-30,home,Ohio Dominican,D2,1.9,Ashland,D2,1.3
2015-10-30,home,Oklahoma,D1,1.3,Oklahoma St.,D1,0.8
2015-10-30,home,Omaha,D1,0.9,Denver,D1,0.9
2015-10-30,home,Oregon,D1,0.5,Washington St.,D1,1.3
2015-10-30,home,Oregon St.,D1,0.7,Washington,D1,1.0
2015-10-30,home,Pacific,D1,0.5,San Francisco,D1,1.6
2015-10-30,home,Prairie View,D1,2.1,Texas Southern,D1,1.8
2015-10-30,home,Providence,D1,0.6,St. John's (NY),D1,1.1
2015-10-30,home,Regis (CO),D2,1.9,Colorado St.-Pueblo,D2,0.7
2015-10-30,home,Robert Morris,D1,3.0,Mt. St. Mary's,D1,1.3
2015-10-30,home,Roberts Wesleyan,D2,1.0,Bridgeport,D2,1.4
2015-10-30,home,Rochester (NY),D3,0.8,NYU,D3,0.7
2015-10-30,home,Sacramento St.,D1,1.5,Portland St.,D1,0.7
2015-10-30,home,Saint Francis (PA),D1,1.2,Fairleigh Dickinson,D1,2.4
2015-10-30,home,Salem St.,D3,1.9,Fitchburg St.,D3,0.5
2015-10-30,home,Sam Houston St.,D1,0.8,Stephen F. Austin,D1,0.8
2015-10-30,home,San Jose St.,D1,2.5,Fresno St.,D1,0.8
2015-10-30,home,Seton Hall,D1,1.1,Villanova,D1,0.6
2015-10-30,home,Southern Utah,D1,1.7,Northern Ariz.,D1,1.7
2015-10-30,home,Southwestern (TX),D3,0.9,Texas Lutheran,D3,1.2
2015-10-30,home,St. Cloud St.,D2,1.0,Bemidji St.,D2,1.8
2015-10-30,neutral,Stetson,D1,2.0,Kennesaw St.,D1,2.2
2015-10-30,home,St. Mary's (CA),D1,0.4,Santa Clara,D1,1.0
2015-10-30,home,SUNY Maritime,D3,1.3,Brooklyn,D3,2.2
2015-10-30,home,SUNY Poly,D3,0.7,Penn St.-Berks,D3,3.2
2015-10-30,home,Texas,D1,1.6,Montana,D1,0.4
2015-10-30,home,Trinity Washington,D3,0.6,Salem,D3,2.9
2015-10-30,home,Tusculum,D2,0.8,Wingate,D2,1.4
2015-10-30,home,UAB,D1,1.3,Southern Miss.,D1,1.0
2015-10-30,home,UC-Colo. Springs,D2,0.8,Fort Lewis,D2,0.8
