date,site,team,div,t_score,opp,div,o_score
2015-10-06,home,Carthage,D3,1.1,Wis.-Whitewater,D3,4.0
2015-10-06,home,Case,D3,0.7,Denison,D3,0.9
2015-10-03,home,Castleton,D3,7.8,Green Mountain,D3,0.5
2015-10-07,home,Catawba,D2,0.7,Queens (NC),D2,0.7
2015-10-03,home,Catholic,D3,2.5,Moravian,D3,0.7
2015-10-03,home,Cazenovia,D3,7.2,St. Elizabeth,D3,0.6
2015-10-07,home,Cazenovia,D3,3.1,Medaille,D3,1.1
2015-10-03,home,CCNY,D3,3.2,Medgar Evers,D3,1.2
2015-10-03,home,Cedar Crest,D3,1.3,Cabrini,D3,1.8
2015-10-07,home,Cedar Crest,D3,2.5,Summit,D3,1.2
2015-10-03,home,Centenary (NJ),D3,3.4,Neumann,D3,0.7
2015-10-04,home,Central Conn. St.,D1,2.3,LIU Brooklyn,D1,0.7
2015-10-03,home,Central (IA),D3,1.4,Loras,D3,1.4
2015-10-06,home,Central (IA),D3,4.8,Crown (MN),D3,0.4
2015-10-02,home,Central Mich.,D1,0.8,Miami (OH),D1,0.9
2015-10-04,home,Central Mich.,D1,0.9,Ball St.,D1,1.0
2015-10-01,home,Central Wash.,D2,1.4,Northwest Nazarene,D2,1.4
2015-10-01,home,Chaminade,D2,0.8,Academy of Art,D2,0.7
2015-10-03,home,Chaminade,D2,1.1,Notre Dame de Namur,D2,0.6
2015-10-03,home,Charleston So.,D1,1.4,Presbyterian,D1,0.8
2015-10-03,home,Charleston (WV),D2,1.0,Shepherd,D2,0.5
2015-10-07,home,Chatham,D3,4.5,Bethany (WV),D3,0.6
2015-10-03,home,Chestnut Hill,D2,1.7,Dominican (NY),D2,0.9
2015-10-03,home,Chicago,D3,1.4,Emory,D3,1.1
2015-10-02,home,Chicago St.,D1,0.3,Seattle,D1,6.9
2015-10-04,home,Chicago St.,D1,0.5,Utah Valley,D1,8.1
2015-10-02,home,Chico St.,D2,2.3,Cal St. East Bay,D2,1.3
2015-10-04,home,Chico St.,D2,1.5,Cal St. Stanislaus,D2,1.6
2015-10-06,home,Chowan,D2,0.8,Barton,D2,3.2
2015-10-01,home,Cincinnati,D1,0.5,South Fla.,D1,1.1
2015-10-04,home,Cincinnati,D1,1.2,UCF,D1,1.1
2015-10-02,home,Citadel,D1,0.5,Samford,D1,5.5
2015-10-04,home,Citadel,D1,0.8,Chattanooga,D1,2.1
2015-10-03,home,Claremont-M-S,D3,1.3,Chapman,D3,0.5
2015-10-07,home,Claremont-M-S,D3,0.5,Whittier,D3,0.6
2015-10-07,home,Clarion,D2,0.7,Gannon,D2,2.1
2015-10-06,home,Clark (MA),D3,1.0,Mount Holyoke,D3,2.1
2015-10-02,home,Clarkson,D3,1.7,Bard,D3,1.1
2015-10-03,home,Clarkson,D3,1.6,Vassar,D3,1.2
2015-10-03,home,Clayton St.,D2,1.6,Georgia College,D2,0.9
2015-10-02,home,Clemson,D1,1.2,Wake Forest,D1,0.6
2015-10-03,home,Coastal Caro.,D1,1.8,Gardner-Webb,D1,0.8
2015-10-06,home,Coast Guard,D3,1.0,WPI,D3,2.7
2015-10-04,home,Cobleskill St.,D3,0.9,Penn St.-Abington,D3,5.0
2015-10-03,home,Coe,D3,1.5,Wartburg,D3,1.7
2015-10-07,home,Coker,D2,0.6,Wingate,D2,2.3
2015-10-03,home,Colby-Sawyer,D3,3.4,Me.-Farmington,D3,1.2
2015-10-04,home,Colby-Sawyer,D3,4.7,Thomas (ME),D3,0.8
2015-10-07,home,Colby-Sawyer,D3,1.3,Plymouth St.,D3,1.4
2015-10-02,home,Colo. Christian,D2,1.1,N.M. Highlands,D2,1.3
2015-10-04,home,Colo. Christian,D2,1.4,Colorado St.-Pueblo,D2,1.4
2015-10-07,home,Colo. Christian,D2,0.7,Colorado Mines,D2,1.7
2015-10-02,home,Colorado Col.,D1,1.4,Colorado St.,D1,0.9
2015-10-04,home,Colorado Col.,D1,0.9,Wyoming,D1,1.0
2015-10-02,home,Colorado Mesa,D2,0.8,Regis (CO),D2,1.6
2015-10-04,home,Colorado Mesa,D2,0.4,Metro St.,D2,1.0
2015-10-02,home,Colorado Mines,D2,1.7,Colorado St.-Pueblo,D2,0.6
2015-10-04,home,Colorado Mines,D2,1.4,N.M. Highlands,D2,0.5
2015-10-03,home,Columbia,D1,1.1,Brown,D1,0.6
2015-10-03,home,Columbus St.,D2,2.5,Young Harris,D2,1.2
2015-10-03,home,Concord,D2,1.5,Notre Dame (OH),D2,0.9
2015-10-06,home,Concord,D2,0.6,West Va. Wesleyan,D2,1.1
2015-10-03,home,Concordia Chicago,D3,0.8,Edgewood,D3,1.5
2015-10-03,home,Concordia-M'head,D3,1.3,Saint Mary's (MN),D3,0.9
2015-10-04,home,Concordia-M'head,D3,2.3,Wis.-Stevens Point,D3,0.6
2015-10-07,home,Concordia (NY),D2,2.5,Bloomfield,D2,1.8
2015-10-03,home,Concordia (TX),D3,0.6,Mary Hardin-Baylor,D3,2.4
2015-10-03,home,Concordia Wisconsin,D3,2.4,Aurora,D3,1.3
2015-10-07,home,Concordia Wisconsin,D3,3.7,Benedictine (IL),D3,1.2
2015-10-03,home,Cornell College,D3,1.3,Carroll (WI),D3,4.3
2015-10-04,home,Cornell College,D3,1.2,Lake Forest,D3,4.9
2015-10-06,home,Covenant,D3,0.7,Berry,D3,1.4
2015-10-01,home,Creighton,D1,0.8,DePaul,D1,1.8
2015-10-04,home,Creighton,D1,2.3,Villanova,D1,0.6
2015-10-03,home,Crown (MN),D3,1.8,Wis.-Superior,D3,1.8
2015-10-02,home,Dallas,D3,2.9,Centenary (LA),D3,1.2
2015-10-04,home,Dallas,D3,1.5,Austin,D3,1.2
2015-10-03,home,Daniel Webster,D3,0.5,Lesley,D3,4.1
2015-10-06,home,Daniel Webster,D3,5.8,Pine Manor,D3,1.5
2015-10-03,home,Dartmouth,D1,2.2,Princeton,D1,0.8
2015-10-01,home,Davidson,D1,1.5,VCU,D1,0.9
2015-10-01,home,Davis & Elkins,D2,2.7,Alderson Broaddus,D2,0.7
2015-10-04,home,Dayton,D1,1.8,George Mason,D1,1.3
2015-10-07,home,Defiance,D3,1.3,Manchester,D3,2.8
2015-10-02,home,Delaware,D1,1.4,James Madison,D1,1.7
2015-10-04,home,Delaware,D1,1.1,Towson,D1,0.9
2015-10-06,home,Delta St.,D2,2.6,Millsaps,D3,0.7
2015-10-03,home,Denison,D3,5.3,Hiram,D3,0.5
2015-10-04,home,DePaul,D1,3.0,Seton Hall,D1,0.3
2015-10-03,home,Detroit,D1,1.0,Northern Ky.,D1,1.3
2015-10-03,home,Dickinson,D3,2.4,Muhlenberg,D3,0.9
2015-10-02,home,Dominican (CA),D2,1.7,Dixie St.,D2,1.3
2015-10-03,home,Dominican (IL),D3,3.5,Marian (WI),D3,0.9
2015-10-07,home,Dominican (IL),D3,7.6,Alverno,D3,0.3
2015-10-01,home,Dowling,D2,2.6,Holy Family,D2,1.8
2015-10-07,home,Dowling,D2,1.6,LIU Post,D2,3.0
2015-10-02,home,Drake,D1,2.7,Indiana St.,D1,1.7
2015-10-02,home,Drexel,D1,1.0,Towson,D1,0.9
2015-10-04,home,Drexel,D1,1.3,James Madison,D1,1.6
2015-10-07,home,Dubuque,D3,1.0,North Central (IL),D3,0.6
2015-10-04,home,Duke,D1,1.4,Virginia Tech,D1,0.8
2015-10-04,home,Duquesne,D1,1.4,VCU,D1,1.1
2015-10-01,home,East Carolina,D1,0.9,UCF,D1,1.2
2015-10-04,home,East Carolina,D1,0.4,South Fla.,D1,1.3
2015-10-01,home,East Central,D2,0.9,Southern Nazarene,D2,1.0
2015-10-07,home,Eastern,D3,2.8,Rutgers-Camden,D3,1.6
2015-10-04,home,Eastern Ill.,D1,1.4,Jacksonville St.,D1,1.7
2015-10-02,home,Eastern Mich.,D1,0.7,Buffalo,D1,1.4
2015-10-04,home,Eastern Mich.,D1,1.4,Akron,D1,1.9
2015-10-02,home,Eastern Wash.,D1,1.7,Sacramento St.,D1,0.9
2015-10-04,home,Eastern Wash.,D1,1.6,Portland St.,D1,0.5
2015-10-06,home,East. Mennonite,D3,0.9,Bridgewater (VA),D3,4.9
2015-10-02,home,East Tenn. St.,D1,1.2,Western Caro.,D1,1.7
2015-10-07,home,Edinboro,D2,1.8,Mercyhurst,D2,0.9
2015-10-03,home,Elmhurst,D3,1.1,Wheaton (IL),D3,2.1
2015-10-02,home,Elon,D1,0.8,William & Mary,D1,1.3
2015-10-03,home,Emmanuel (GA),D2,2.2,Erskine,D2,1.1
2015-10-06,home,Emory & Henry,D3,1.0,Guilford,D3,0.7
2015-10-02,home,Emporia St.,D2,1.3,Northeastern St.,D2,2.3
2015-10-04,home,Emporia St.,D2,2.4,Central Okla.,D2,1.2
2015-10-01,home,Endicott,D3,1.4,UMass Boston,D3,0.5
2015-10-03,home,Endicott,D3,2.3,Eastern Nazarene,D3,0.8
2015-10-07,home,Endicott,D3,1.3,Eastern Conn. St.,D3,1.0
2015-10-07,home,Fairfield,D1,2.7,Iona,D1,1.2
2015-10-02,home,Fairleigh Dickinson,D1,6.4,Mt. St. Mary's,D1,1.0
2015-10-06,home,Fairmont St.,D2,0.4,Charleston (WV),D2,1.7
2015-10-03,home,Farmingdale St.,D3,15.7,St. Joseph's (Brkln),D3,0.8
2015-10-07,home,Felician,D2,2.6,Dominican (NY),D2,0.6
2015-10-04,home,Ferris St.,D2,1.5,Saginaw Valley,D2,1.4
2015-10-04,neutral,FGCU,D1,0.9,Wake Forest,D1,0.6
2015-10-04,home,Findlay,D2,1.3,Ohio Dominican,D2,1.8
2015-10-03,home,Fitchburg St.,D3,0.4,Worcester St.,D3,1.2
2015-10-07,home,Fitchburg St.,D3,0.5,Lesley,D3,1.2
2015-10-03,home,Fla. Southern,D2,0.7,Barry,D2,2.0
2015-10-07,home,Fla. Southern,D2,1.0,Rollins,D2,1.5
2015-10-02,home,Florida,D1,2.3,Kentucky,D1,1.5
2015-10-03,home,Florida St.,D1,1.8,Pittsburgh,D1,0.5
2015-10-07,home,Fontbonne,D3,0.8,Webster,D3,2.0
2015-10-01,home,Fordham,D1,2.2,Rhode Island,D1,0.6
2015-10-02,home,Fort Hays St.,D2,2.3,Lindenwood (MO),D2,0.8
2015-10-04,home,Fort Hays St.,D2,0.6,Central Mo.,D2,2.2
2015-10-02,home,Fort Lewis,D2,1.4,Western St.,D2,0.8
2015-10-04,home,Fort Lewis,D2,1.3,UC-Colo. Springs,D2,0.7
2015-10-07,home,Fort Lewis,D2,1.1,Adams St.,D2,0.4
2015-10-03,home,Framingham St.,D3,0.5,Bridgewater St.,D3,1.3
2015-10-07,home,Framingham St.,D3,0.7,Salve Regina,D3,1.3
2015-10-07,home,Franciscan,D3,3.2,Penn St.-Altoona,D3,1.4
2015-10-03,home,Francis Marion,D1,0.4,Longwood,D1,2.9
2015-10-05,home,Francis Marion,D1,0.3,Elon,D1,3.7
2015-10-06,home,Franklin,D3,3.1,Transylvania,D3,0.9
2015-10-07,home,Frank. & Marsh.,D3,0.5,Johns Hopkins,D3,2.2
2015-10-03,home,Fredonia,D3,1.0,Buffalo St.,D3,2.6
2015-10-07,home,Fresno Pacific,D2,1.9,Dominican (CA),D2,1.1
2015-10-02,home,Fresno St.,D1,0.7,Utah St.,D1,2.1
2015-10-04,home,Fresno St.,D1,0.9,Boise St.,D1,1.7
2015-10-07,home,Frostburg St.,D3,6.5,Penn St. Harrisburg,D3,1.2
2015-10-02,home,Furman,D1,1.6,UNCG,D1,0.8
2015-10-04,home,Furman,D1,2.2,VMI,D1,0.4
2015-10-06,home,Ga. Southwestern,D2,0.5,Columbus St.,D2,5.9
2015-10-02,home,Geneva,D3,1.0,Grove City,D3,1.9
2015-10-03,home,George Fox,D3,1.1,Willamette,D3,1.3
2015-10-04,home,Georgetown,D1,2.6,Xavier,D1,1.0
2015-10-01,home,George Washington,D1,1.5,Saint Joseph's,D1,1.7
2015-10-03,home,Georgian Court,D2,2.8,Felician,D2,0.5
2015-10-05,home,Georgian Court,D2,5.3,St. Thomas Aquinas,D2,0.3
2015-10-07,home,Georgian Court,D2,4.1,Goldey-Beacom,D2,0.5
2015-10-03,home,Gettysburg,D3,0.7,Haverford,D3,0.7
2015-10-07,home,Gettysburg,D3,0.7,Misericordia,D3,0.7
2015-10-01,home,Goldey-Beacom,D2,4.6,Chowan,D2,1.2
2015-10-03,home,Goldey-Beacom,D2,4.0,Nyack,D2,1.0
2015-10-01,home,Gonzaga,D1,0.4,BYU,D1,1.7
2015-10-03,home,Gonzaga,D1,1.2,San Diego,D1,1.4
2015-10-03,home,Gordon,D3,1.2,Curry,D3,1.5
2015-10-03,home,Goucher,D3,1.2,Elizabethtown,D3,1.5
2015-10-07,home,Goucher,D3,2.5,Hood,D3,0.5
2015-10-02,home,Grambling,D1,3.4,Alabama St.,D1,4.8
2015-10-04,home,Grambling,D1,4.6,Alabama A&M,D1,2.1
2015-10-04,home,Grand Valley St.,D2,5.5,Northwood (MI),D2,0.5
2015-10-03,home,Green Bay,D1,1.5,Cleveland St.,D1,2.1
2015-10-07,home,Green Mountain,D3,0.8,Southern Vt.,D3,3.0
2015-10-03,home,Greensboro,D3,3.2,Averett,D3,1.3
2015-10-03,home,Grinnell,D3,0.5,Lake Forest,D3,1.2
2015-10-04,home,Grinnell,D3,0.5,Carroll (WI),D3,1.1
2015-10-03,home,Guilford,D3,2.4,East. Mennonite,D3,1.2
2015-10-01,home,Gwynedd Mercy,D3,2.6,Alvernia,D3,0.8
2015-10-07,home,Gwynedd Mercy,D3,4.8,Keystone,D3,0.6
2015-10-03,home,Hamilton,D3,1.3,Wesleyan (CT),D3,1.6
2015-10-04,home,Hamilton,D3,1.2,Tufts,D3,1.0
2015-10-03,home,Hamline,D3,1.5,St. Thomas (MN),D3,2.0
2015-10-06,home,Hamline,D3,0.8,Wis.-Stout,D3,1.4
2015-10-07,home,Hanover,D3,6.2,Earlham,D3,0.3
2015-10-06,home,Harding,D2,2.9,Ouachita Baptist,D2,0.8
2015-10-01,home,Hartford,D1,1.4,Stony Brook,D1,0.5
2015-10-03,home,Hartwick,D3,1.9,St. John Fisher,D3,0.4
2015-10-07,home,Haverford,D3,1.2,Ursinus,D3,0.9
2015-10-01,home,Hawaii,D1,1.0,UC Santa Barbara,D1,1.9
2015-10-04,home,Hawaii,D1,0.7,Cal Poly,D1,2.4
2015-10-03,home,Hawaii Hilo,D2,1.0,Academy of Art,D2,0.6
2015-10-01,home,Hawaii Pacific,D2,1.1,Fresno Pacific,D2,1.2
2015-10-03,home,Heidelberg,D3,0.7,Otterbein,D3,1.8
2015-10-03,home,Hendrix,D3,3.4,Millsaps,D3,0.5
2015-10-03,home,High Point,D1,1.2,Winthrop,D1,0.4
2015-10-07,home,High Point,D1,1.3,Coastal Caro.,D1,0.8
2015-10-03,home,Hilbert,D3,1.9,Mount Aloysius,D3,1.4
2015-10-07,home,Hilbert,D3,1.3,D'Youville,D3,2.8
2015-10-02,home,Hofstra,D1,3.1,UNCW,D1,1.4
2015-10-04,home,Hofstra,D1,2.1,Col. of Charleston,D1,0.9
2015-10-04,home,Holy Cross,D1,1.4,Navy,D1,2.3
2015-10-04,home,Holy Names,D2,1.7,Dixie St.,D2,1.3
2015-10-03,home,Hood,D3,0.2,Messiah,D3,8.1
2015-10-07,home,Houghton,D3,0.7,SUNY Geneseo,D3,0.9
2015-10-02,home,Houston Baptist,D1,0.8,Southeastern La.,D1,1.8
2015-10-04,home,Houston Baptist,D1,2.2,Nicholls St.,D1,0.8
2015-10-02,home,Howard,D1,3.4,Southern U.,D1,0.6
2015-10-04,home,Howard,D1,1.8,Jackson St.,D1,0.9
2015-10-01,home,Howard Payne,D3,0.5,Hardin-Simmons,D3,6.1
2015-10-03,home,Howard Payne,D3,1.9,McMurry,D3,1.5
2015-10-03,home,Husson,D3,2.0,Johnson St.,D3,1.5
2015-10-04,home,Husson,D3,4.5,Lyndon St.,D3,0.5
2015-10-02,home,Idaho,D1,1.8,Portland St.,D1,0.4
2015-10-04,home,Idaho,D1,1.9,Sacramento St.,D1,0.8
2015-10-03,home,Ill.-Chicago,D1,0.6,Wright St.,D1,1.4
2015-10-02,home,Illinois,D1,1.4,Ohio St.,D1,1.0
2015-10-03,home,Illinois Col.,D3,1.4,Lawrence,D3,0.8
2015-10-04,home,Illinois Col.,D3,1.2,St. Norbert,D3,2.4
2015-10-02,home,Illinois St.,D1,0.6,Oklahoma,D1,2.7
2015-10-02,home,Ill.-Springfield,D2,1.3,Lewis,D2,1.3
2015-10-04,home,Ill.-Springfield,D2,1.2,Wis.-Parkside,D2,1.0
2015-10-03,home,Ill. Wesleyan,D3,1.8,Augustana (IL),D3,0.8
2015-10-07,home,Ill. Wesleyan,D3,2.9,DePauw,D3,0.5
2015-10-02,home,Immaculata,D3,2.5,Keystone,D3,1.7
2015-10-07,home,Immaculata,D3,1.2,Notre Dame (MD),D3,2.0
2015-10-02,home,Incarnate Word,D1,1.0,Central Ark.,D1,2.5
2015-10-04,home,Incarnate Word,D1,0.9,Northwestern St.,D1,2.1
2015-10-03,home,Indiana,D1,1.1,Iowa,D1,0.9
2015-10-02,home,Indiana (PA),D2,1.2,Kutztown,D2,1.5
2015-10-03,home,Indiana (PA),D2,1.6,East Stroudsburg,D2,1.9
2015-10-02,home,Iowa St.,D1,1.0,Baylor,D1,1.3
2015-10-04,home,Iowa St.,D1,0.9,Kansas,D1,1.0
2015-10-03,home,Iowa Wesleyan,D3,0.4,Westminster (MO),D3,6.3
2015-10-07,home,Iowa Wesleyan,D3,0.5,Simpson,D3,4.6
2015-10-03,home,Ithaca,D3,1.8,Houghton,D3,0.8
2015-10-04,home,IUPUI,D1,2.6,IPFW,D1,0.8
2015-10-02,home,Jacksonville,D1,0.5,FGCU,D1,1.6
2015-10-03,home,John Carroll,D3,1.0,Ohio Northern,D3,1.0
2015-10-03,home,John Jay,D3,0.6,Staten Island,D3,3.4
2015-10-03,home,Johns Hopkins,D3,1.1,Swarthmore,D3,2.4
2015-10-03,home,Johnson & Wales (RI),D3,1.1,Lasell,D3,1.5
2015-10-07,home,Johnson & Wales (RI),D3,1.7,St. Joseph (CT),D3,1.1
2015-10-03,home,Juniata,D3,0.6,Scranton,D3,1.4
2015-10-07,home,Juniata,D3,1.3,King's (PA),D3,1.0
2015-10-07,home,Kalamazoo,D3,1.1,Hope,D3,2.0
2015-10-02,home,Kansas,D1,1.0,Texas,D1,0.5
2015-10-03,home,Keene St.,D3,2.4,Eastern Conn. St.,D3,1.5
2015-10-05,home,Keene St.,D3,2.1,Middlebury,D3,1.9
2015-10-03,home,Kennesaw St.,D1,2.0,NJIT,D1,1.2
