A&M-Corpus Christi,26172,2011,-,0,-,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2011,"Buschman, Brie",1164583,Fr.,2010-11,21,0,-,2,0.10,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Carpenter, Andrea",1164580,Fr.,2010-11,21,22,1.05,4,0.19,48,2.29,-,-,-,-,-
Abilene Christian,2,2011,"Cavallo, Kristen",1164591,Fr.,2010-11,19,1,0.05,0,-,2,0.11,-,-,-,-,-
Abilene Christian,2,2011,"Chalmers, Sara",1164579,Fr.,2010-11,1,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2011,"Cooper, Kendall",922555,Sr.,2010-11,21,0,-,2,0.10,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Coppedge, Julie",1053425,So.,2010-11,21,5,0.24,9,0.43,19,0.90,-,-,-,-,-
Abilene Christian,2,2011,"Craig, Ashley",1164590,Fr.,2010-11,16,1,0.06,1,0.06,3,0.19,-,-,-,-,-
Abilene Christian,2,2011,"Craig, Bree",845319,Sr.,2010-11,21,0,-,2,0.10,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Ferrara, Jacey",1164581,Fr.,2010-11,21,1,0.05,0,-,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Garner, Katherine",1053423,So.,2010-11,20,3,0.15,1,0.05,7,0.35,-,-,-,-,-
Abilene Christian,2,2011,"Grimm, Krysta",1053424,So.,2010-11,17,3,0.18,2,0.12,8,0.47,-,-,-,-,-
Abilene Christian,2,2011,"Holton, Ashley",1164584,Jr.,2010-11,21,14,0.67,4,0.19,32,1.52,-,-,-,-,-
Abilene Christian,2,2011,"Lindholm, Whitley",1164585,Fr.,2010-11,20,0,-,3,0.15,3,0.15,-,-,-,-,-
Abilene Christian,2,2011,"London, Elliott",922548,Jr.,2010-11,18,0,-,0,-,0,-,24:37,11,0.67,62,6
Abilene Christian,2,2011,"Marsh, Roxy",1164586,Fr.,2010-11,20,1,0.05,3,0.15,5,0.25,-,-,-,-,-
Abilene Christian,2,2011,"Moncure, Arielle",1053422,So.,2010-11,8,0,-,0,-,0,-,7:17,5,1.03,17,1
Abilene Christian,2,2011,"Nelson, Anastasia",1164582,Sr.,2010-11,21,1,0.05,0,-,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Ritchie, Alyse",1053442,Jr.,2010-11,10,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2011,"Simon, Ashley",845334,Sr.,2010-11,21,0,-,1,0.05,1,0.05,-,-,-,-,-
Abilene Christian,2,2011,"Stirling, Lexi",1053426,So.,2010-11,20,0,-,2,0.10,2,0.10,-,-,-,-,-
Abilene Christian,2,2011,"Wilson, Courtney",845336,Sr.,2010-11,11,3,0.27,2,0.18,8,0.73,-,-,-,-,-
Abilene Christian,2,2011,"Womack, Lyndsey",845337,Sr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Barnes, Solveig",1056574,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Bucci, Megan",1159870,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Co, Melissa",1056575,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Cordeiro, Carolyn",1056576,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Doerr, Carmela",1056577,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Dupon, Olivia",1056578,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Emmett, Hannah",1159869,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Gutierrez, Veronica",1056579,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Huxtable, Lauren",1170650,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Klimek, Hana",1170649,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Madrid, Jessica",1056581,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Mandell, Rebecca",1159882,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Mccandlish, Tanner",1056582,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Mcknight, Morgan",1056583,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Schramm, Brittany",1159871,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Sharpe, Jasmine",1056585,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Soler, Kayla",1159891,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Sullivan, Emi",1056587,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Tolentino, Miriam",1056588,Sr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Torres, Magda",1170651,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Tucker, Maya",1171122,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Umana, Lauren",1159868,Fr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2011,"Williams, Aubrey",1056589,So.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Aiken, Bry",1023354,Sr.,2010-11,4,0,-,0,-,0,-,2:25,2,1.24,5,0
Adams St.,929,2011,"Bendele, Erika",917860,Jr.,2010-11,18,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Boyd, Brianna",1149180,Jr.,2010-11,3,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Boyer, Autumn",917867,Jr.,2010-11,18,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Brown, Bryanna",1023362,Fr.,2010-11,17,0,-,1,0.06,1,0.06,-,-,-,-,-
Adams St.,929,2011,"Drumm, Amber",917863,Jr.,2010-11,18,6,0.33,1,0.06,13,0.72,-,-,-,-,-
Adams St.,929,2011,"Dudley, Brooke",1149174,Jr.,2010-11,18,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Girardi, Sheri",1149179,Fr.,2010-11,9,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Griffin, Passion",1023369,So.,2010-11,18,0,-,1,0.06,1,0.06,-,-,-,-,-
Adams St.,929,2011,"Gutierrez, Oralia",1149171,Jr.,2010-11,7,0,-,0,-,0,-,5:23,9,2.51,20,0
Adams St.,929,2011,"Hellweg, Jessica",917861,Jr.,2010-11,18,6,0.33,3,0.17,15,0.83,-,-,-,-,-
Adams St.,929,2011,"Iwaniec, Jenna",1023367,So.,2010-11,18,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Janz, Shelby",1149175,Fr.,2010-11,15,2,0.13,0,-,4,0.27,-,-,-,-,-
Adams St.,929,2011,"Kimball, Hannah",1149178,So.,2010-11,9,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Kohlts, Hannah",1149172,Fr.,2010-11,16,0,-,0,-,0,-,19:43,30,2.28,87,1
Adams St.,929,2011,"Leyba, Rikki",1023364,So.,2010-11,2,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Little, Michelle",1023357,So.,2010-11,16,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"McCuistion, Jackie",1023365,So.,2010-11,18,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Medina, Clarissa",954363,Jr.,2010-11,1,0,-,0,-,0,-,-,-,-,-,-
Adams St.,929,2011,"Rich, Cori",917871,Jr.,2010-11,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2011,"Sanderson, Alex",1149177,Fr.,2010-11,16,1,0.06,0,-,2,0.13,-,-,-,-,-
Adams St.,929,2011,"Smith, Alyssa",1023359,So.,2010-11,16,0,-,1,0.06,1,0.06,-,-,-,-,-
Adams St.,929,2011,"Smith, Whitney",1149176,Fr.,2010-11,18,2,0.11,0,-,4,0.22,-,-,-,-,-
