A&M-Corpus Christi,26172,2012,-,0,-,2011-12,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2012,"Brown, Madison",1244230,Fr.,2011-12,13,1,0.08,2,0.15,4,0.31,-,-,-,-,-
Abilene Christian,2,2012,"Brown, Taylor",1244227,Fr.,2011-12,5,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2012,"Buschman, Brie",1164583,So.,2011-12,23,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2012,"Carpenter, Andrea",1164580,So.,2011-12,23,16,0.70,3,0.13,35,1.52,-,-,-,-,-
Abilene Christian,2,2012,"Chalmers, Sara",1164579,Fr.,2011-12,1,0,-,0,-,0,-,5:05,0,0.00,0,-
Abilene Christian,2,2012,"Coppedge, Julie",1053425,Jr.,2011-12,23,1,0.04,7,0.30,9,0.39,-,-,-,-,-
Abilene Christian,2,2012,"Craig, Ashley",1164590,So.,2011-12,22,2,0.09,6,0.27,10,0.45,-,-,-,-,-
Abilene Christian,2,2012,"Engelsman, Olivia",1244233,Fr.,2011-12,1,0,-,0,-,0,-,15:20,0,0.00,0,0
Abilene Christian,2,2012,"Ferrara, Jacey",1164581,So.,2011-12,22,1,0.05,2,0.09,4,0.18,-,-,-,-,-
Abilene Christian,2,2012,"Garner, Katherine",1053423,So.,2011-12,23,0,-,1,0.04,1,0.04,-,-,-,-,-
Abilene Christian,2,2012,"Grimm, Krysta",1053424,Jr.,2011-12,23,10,0.43,6,0.26,26,1.13,-,-,-,-,-
Abilene Christian,2,2012,"Heron, Stephanie",1244232,Jr.,2011-12,21,1,0.05,0,-,2,0.10,-,-,-,-,-
Abilene Christian,2,2012,"Holton, Ashley",1164584,Sr.,2011-12,20,6,0.30,3,0.15,15,0.75,-,-,-,-,-
Abilene Christian,2,2012,"Lindholm, Whitley",1164585,So.,2011-12,23,5,0.22,3,0.13,13,0.57,-,-,-,-,-
Abilene Christian,2,2012,"London, Elliott",922548,Sr.,2011-12,23,0,-,0,-,0,-,1820:58,11,0.01,89,7
Abilene Christian,2,2012,"Massey, Elizabeth",1244231,Fr.,2011-12,3,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2012,"Moncure, Arielle",1053422,Jr.,2011-12,7,0,-,0,-,0,-,276:54,4,0.02,26,-
Abilene Christian,2,2012,"Schoch, Sarah",1244226,Fr.,2011-12,8,1,0.13,0,-,2,0.25,-,-,-,-,-
Abilene Christian,2,2012,"Stirling, Lexi",1053426,Jr.,2011-12,23,0,-,6,0.26,6,0.26,-,-,-,-,-
Abilene Christian,2,2012,"Stivers, Katie",1244228,Fr.,2011-12,16,0,-,0,-,0,-,-,-,-,-,-
Abilene Christian,2,2012,"Turner, Megan",1244225,Fr.,2011-12,19,3,0.16,0,-,6,0.32,-,-,-,-,-
Abilene Christian,2,2012,"Womack, Lyndsey",1244229,Sr.,2011-12,17,1,0.06,5,0.29,7,0.41,-,-,-,-,-
Academy of Art,30123,2012,"Bibby, Jessica",1249223,Fr.,2011-12,15,0,-,0,-,0,-,1394:59,38,0.04,67,1
Academy of Art,30123,2012,"Bucci, Megan",1159870,Sr.,2011-12,15,3,0.20,6,0.40,12,0.80,-,-,-,-,-
